"","DocId","Date","Title","Source"
"70","1766547836","19491220","K'LOON ROTARY CLUB","South China Morning Post Ltd."
"71","1760452299","19390829","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"72","1764471560","19400722","ROTARY CLUB TALK","South China Morning Post Ltd."
"73","1766307703","19410625","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"74","1760136019","19400210","ROTARY CLUB ADDRESS","South China Morning Post Ltd."
"75","1760407489","19390612","ROTARY CLUB","South China Morning Post Ltd."
"76","1538812904","19490115","H.K. ROTARY CLUB","South China Morning Post Ltd."
"77","1759947537","19380919","ROTARY CLUB MEETING","South China Morning Post Ltd."
"78","1766491415","19481113","H.K. ROTARY CLUB","South China Morning Post Ltd."
"79","1766390068","19491012","K'LOON ROTARY CLUB","South China Morning Post Ltd."
"80","1760023436","19380620","THE ROTARY CLUB","South China Morning Post Ltd."
"81","1760452584","19390724","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"82","1759965334","19380204","THE ROTARY CLUB","South China Morning Post Ltd."
"83","1766490376","19481020","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"84","1764466354","19400701","ROTARY CLUB","South China Morning Post Ltd."
"85","1535747203","19460618","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"86","1759981136","19380328","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"87","1766421544","19480317","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"88","1766396672","19480210","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"89","1759914233","19381024","ROTARY CLUB","South China Morning Post Ltd."
"90","1766542407","19490406","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"91","1766498879","19480911","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"92","1766412900","19491004","K'LOON ROTARY CLUB","South China Morning Post Ltd."
"93","1535734583","19460407","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"94","1760023753","19380625","ROTARY CLUB MEETING","South China Morning Post Ltd."
"95","1759928002","19381205","ROTARY CLUB","South China Morning Post Ltd."
"96","1766403536","19491021","H.K. ROTARY CLUB","South China Morning Post Ltd."
"97","1766422980","19480407","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"98","1760153496","19400402","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"99","1766494352","19490316","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"100","1766427693","19480414","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"101","1766470142","19480513","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"102","1760488198","19391223","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"103","1766404139","19491018","K'LOON ROTARY CLUB","South China Morning Post Ltd."
"104","1535738427","19460430","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"105","1535732166","19460326","ROTARY CLUB TIFFIN","South China Morning Post Ltd."
"106","1759793670","19370607","THE ROTARY CLUB","South China Morning Post Ltd."
"107","1760415764","19390529","ROTARY CLUB MEETING","South China Morning Post Ltd."
"108","1766491725","19490202","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"109","1766523061","19490503","K'LOON ROTARY CLUB","South China Morning Post Ltd."
"110","1766388122","19490802","K'LOON ROTARY CLUB","South China Morning Post Ltd."
"111","1766515948","19490430","H.K. ROTARY CLUB","South China Morning Post Ltd."
"112","1766539790","19490607","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"113","1766559995","19490528","H.K. ROTARY CLUB","South China Morning Post Ltd."
"114","1766451792","19480720","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"115","1766428287","19480609","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"116","1760062159","19390109","ROTARY CLUB","South China Morning Post Ltd."
"117","1766391721","19491009","H.K. ROTARY CLUB","South China Morning Post Ltd."
"118","1759797652","19370622","ROTARY CLUB MEETING","South China Morning Post Ltd."
"119","1766472781","19481204","HK ROTARY CLUB","South China Morning Post Ltd."
"120","1371085747","19210423","Rotary Club Activities","The North China Herald"
"121","1538813002","19490715","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"122","1535776112","19460806","ROTARY CLUB MEETING","South China Morning Post Ltd."
"123","1760147381","19400312","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"124","1760400650","19390327","ROTARY CLUB TALK","South China Morning Post Ltd."
"125","1759975674","19380307","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"126","1766477787","19481002","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"127","1766441266","19480417","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"128","1759368705","19340228","ROTARY CLUB TIFFIN","South China Morning Post Ltd."
"129","1535746091","19460611","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"130","1766303927","19410814","ROTARY CLUB TALK","South China Morning Post Ltd."
"131","1766460205","19480919","ROTARY CLUB","South China Morning Post Ltd."
"132","1764458717","19400618","ROTARY CLUB","South China Morning Post Ltd."
"133","1759675331","19351005","ROTARY CLUB TROPHY","South China Morning Post Ltd."
"134","1764450825","19400520","ROTARY CLUB","South China Morning Post Ltd."
"135","1759979270","19380321","ROTARY CLUB","South China Morning Post Ltd."
"136","1760384509","19390221","ROTARY CLUB","South China Morning Post Ltd."
"137","1766357161","19470820","ROTARY CLUB MEETING","South China Morning Post Ltd."
"138","1538792512","19380516","ROTARY CLUB","South China Morning Post Ltd."
"139","1759863292","19370926","ROTARY CLUB","South China Morning Post Ltd."
"140","1759899718","19371204","ROTARY CLUB MEETINGS","South China Morning Post Ltd."
"141","1766448731","19480423","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"142","1420025538","19300624","SHANGHAI ROTARY CLUB","The North China Herald"
"143","1757476842","19330913","THE ROTARY CLUB","South China Morning Post Ltd."
"144","1759909405","19371219","ROTARY CLUB","South China Morning Post Ltd."
"145","1535764995","19461218","MACAO ROTARY CLUB","South China Morning Post Ltd."
"146","1535760541","19461113","ROTARY CLUB MEETING","South China Morning Post Ltd."
"147","1535702587","19460116","H.K. ROTARY CLUB","South China Morning Post Ltd."
"148","1757394402","19320824","ROTARY CLUB MEETING","South China Morning Post Ltd."
"149","1766464748","19480925","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"150","1757386155","19320622","ROTARY CLUB","South China Morning Post Ltd."
"151","1371397899","19280407","SHANGHAI ROTARY CLUB","The North China Herald"
"152","1756082704","19480815","ROTARY - CLUB FILM","South China Morning Post Ltd."
"153","1760498438","19391003","MALINI AT ROTARY CLUB","South China Morning Post Ltd."
"154","1371084871","19210402","The Rotary Club","The North China Herald"
"155","1766415863","19491005","H.K. ROTARY CLUB","South China Morning Post Ltd."
"156","1536239967","19460918","ROTARY CLUB TIFFIN","South China Morning Post Ltd."
"157","1535765753","19461216","FILM AT ROTARY CLUB","South China Morning Post Ltd."
"158","1535732753","19460330","ROTARY CLUB DANCE","South China Morning Post Ltd."
"159","1760421130","19390606","ROTARY CLUB ADDRESS","South China Morning Post Ltd."
"160","1766547918","19490525","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"161","1766471975","19481007","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"162","1369957810","19240419","ROTARY CLUB TIFFIN","The North China Herald"
"163","1759894324","19371120","THE ROTARY CLUB","South China Morning Post Ltd."
"164","1535706383","19460305","ROTARY CLUB MEETING","South China Morning Post Ltd."
"165","1766521594","19490330","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"166","1759669722","19350725","AMOY ROTARY CLUB","South China Morning Post Ltd."
"167","1760449140","19390718","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"168","1418937553","19300218","ROTARY CLUB FESTIVITY","The North China Herald"
"169","1757434911","19330329","THE ROTARY CLUB","South China Morning Post Ltd."
"170","1760021077","19380613","ROTARY CLUB MEETING","South China Morning Post Ltd."
"171","1324776292","19250308","ROTARY CLUB LEADERS CONFER","The China Press"
"172","1756822371","19301222","ROTARY CLUB","South China Morning Post Ltd."
"173","1766447037","19480421","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"174","1766387783","19491102","K'LOON ROTARY CLUB","South China Morning Post Ltd."
"175","1766529948","19491116","K'LOON ROTARY CLUB","South China Morning Post Ltd."
"176","1371579204","19331214","Rotary Club Sponsors Ball","The China Press"
"177","1766367954","19490717","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"178","1760376631","19390213","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"179","1766528514","19490420","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"180","1766515964","19490501","H.K. ROTARY CLUB","South China Morning Post Ltd."
"181","1535754068","19460709","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"182","1535737038","19460423","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"183","1535732406","19460402","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"184","1760426332","19390619","ROTARY CLUB MEETING","South China Morning Post Ltd."
"185","1369534675","19231013","THE ROTARY CLUB","The North China Herald"
"186","1766384057","19490906","H.K. ROTARY CLUB","South China Morning Post Ltd."
"187","1666746268","19460526","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"188","1766461994","19480818","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"189","1538815136","19491015","H.K. ROTARY CLUB","South China Morning Post Ltd."
"190","1766457480","19480727","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"191","1766544150","19490521","H.K. ROTARY CLUB","South China Morning Post Ltd."
"192","1766450914","19480717","AMOY ROTARY CLUB","South China Morning Post Ltd."
"193","1766504578","19481127","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"194","1766464819","19480507","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"195","1766444116","19480616","KOWLOON ROTARY CLUB","South China Morning Post Ltd."
"196","1695945610","19460827","ROTARY CLUB SPEAKER","South China Morning Post Ltd."
"197","1766545572","19491125","H.K. ROTARY CLUB","South China Morning Post Ltd."
"198","1766463859","19480921","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"199","1766512278","19490326","H.K. ROTARY CLUB","South China Morning Post Ltd."
"200","1766528022","19490604","H.K. ROTARY CLUB","South China Morning Post Ltd."
"201","1759505494","19341024","ROTARY CLUB TIFFIN","South China Morning Post Ltd."
"202","1766476048","19481023","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"203","1757340525","19311208","NEW ROTARY CLUB AT CANTON","South China Morning Post Ltd."
"204","1759857908","19370921","ROTARY CLUB","South China Morning Post Ltd."
"205","1766466753","19481016","HONGKONG ROTARY CLUB","South China Morning Post Ltd."
"206","1766422964","19480407","ROTARY CLUB","South China Morning Post Ltd."
"207","1371585080","19340408","Rotary Club In Nanking Gets Underway","The China Press"
"208","1764523009","19410120","ROTARY CLUB DANCE","South China Morning Post Ltd."
"209","1766514246","19490327","ROTARY CLUB","South China Morning Post Ltd."
"210","1538810894","19480515","H.K. ROTARY CLUB","South China Morning Post Ltd."
"211","1766453225","19480207","NEW ROTARY CLUB","South China Morning Post Ltd."
"212","1371429868","19360415","ROTARY CLUB AT NINGPO","The North China Herald"
"213","1766361401","19470827","ROTARY CLUB MEETING","South China Morning Post Ltd."
"214","1371551078","19310717","Women Honored By Rotary Club","The China Press"
"215","1416543898","19360408","Rotary Club In Ningpo Opened","The China Press"
"216","1759698618","19360506","ROTARY CLUB","South China Morning Post Ltd."
"217","1371336005","19331101","A ROTARY CLUB FOR NANKING","The North China Herald"
"218","1418975286","19361223","THE ROTARY CLUB IN NINGPO","The North China Herald"
"219","1759783329","19370503","ROTARY CLUB ADDRESS","South China Morning Post Ltd."
"220","1766427999","19480314","ROTARY CLUB DANCE","South China Morning Post Ltd."
"221","1764538547","19410326","ROTARY CLUB APPEAL","South China Morning Post Ltd."
"222","1766541477","19491105","H K. ROTARY CLUB","South China Morning Post Ltd."
"223","1369476707","19220211","ROTARY CLUB LUNCH","The North China Herald"
"224","1759879009","19371024","Rotary Club Speakers","South China Morning Post Ltd."
"225","1324725714","19200319","THE ROTARY CLUB","The Shanghai Times"
"226","1759633673","19350213","ROTARY CLUB","South China Morning Post Ltd."
"227","1371314670","19280616","OBJECTS OF ROTARY CLUB","The North China Herald"
"228","1371885575","19351221","Rotary Club At Wuhu Is Formed","The China Press"
"229","1416666914","19341003","Rotary Club Head To Entertain Members","The China Press"
"230","1371088819","19321228","ROTARY CLUB CHARITIES","The North China Herald"
"231","1416462620","19330610","Rotary Club Garden Party Is Postponed","The China Press"
"232","1766373293","19470812","ROTARY CLUB FILM","South China Morning Post Ltd."
"233","1538778604","19311215","OPENING OF CANTON ROTARY CLUB","South China Morning Post Ltd."
"234","1766420202","19480424","ROTARY CLUB TALK","South China Morning Post Ltd."
"235","1371471365","19360314","Tsinan Rotary Club Celebrates Fourth Anniversary","The China Weekly Review"
"236","1499502365","19210611","AMERICAN ROTARY CLUB MEMBERS VISIT LIVERPOOL","South China Morning Post Ltd."
"237","1371427260","19351218","GIFT TO ROTARY CLUB","The North China Herald"
"238","1538799181","19400715","FILM FOR ROTARY CLUB","South China Morning Post Ltd."
"239","1757477441","19331003","AMOY ROTARY CLUB","South China Morning Post Ltd."
"240","1759797697","19370623","THE ROTARY CLUB","South China Morning Post Ltd."
"241","1321200317","19291220","International Day At The Rotary Club","The China Press"
"242","1418975681","19330201","DR. ALEKHINE AT THE ROTARY CLUB","The North China Herald"
"243","1418920575","19310210","ROTARY CLUB MEETING","The North China Herald"
"244","1371326031","19290601","SHANGHAI ROTARY CLUB","The North China Herald"
"245","1756822144","19301231","ROTARY CLUB MEETING","South China Morning Post Ltd."
"246","1324712456","19200326","ROTARY CLUB MEETING","The Shanghai Times"
"247","1757340722","19311217","CANTON ROTARY CLUB","South China Morning Post Ltd."
"248","1766466146","19481017","ROTARY CLUB BALL","South China Morning Post Ltd."
"249","1371760999","19360510","G. C. Dankworth Elected Manila Rotary Club Head","The China Press"
"250","1757473155","19331018","LOCAL PLAYGROUNDS AND ROTARY CLUB","South China Morning Post Ltd."
"251","1371889480","19361108","Rotary Club To Stage Golf Matches Tuesday","The China Press"
"252","1416686216","19350329","Shanghai Rotary Club Elects New Officers","The China Press"
"253","1371586239","19340428","Rotary Club Bowlers Play In Radio Match","The China Press"
"254","1416669192","19341013","Rotary Club To Enjoy Garden Parly Today","The China Press"
"255","1416573947","19370115","Einden Officers To Be Rotary Club Guests","The China Press"
"256","1425479387","19380225","Anniversary Of Local Rotary Club Observed","The China Press"
"257","1369910273","19200131","THE ROTARY CLUB TIFFIN","The North China Herald"
"258","1416737106","19370218","Rotary Club To Meet At Metropolitan Hotel","The China Press"
"259","1371867503","19330602","Oregon Movies Exhibited At Rotary Club Luncheon","The China Press"
"260","1535732398","19460330","ROTARY CLUB OF HONGKONG","South China Morning Post Ltd."
"261","1416581623","19370303","Rotary Club Will Greet Anzac Group","The China Press"
"262","1319877355","19201225","Rotary Club Gives Christmas Tiffin Party","The China Weekly Review"
"263","1371856354","19320122","Explorer Talks At Rotary Club","The China Press"
"264","1321414033","19280827","Rotary Club Offers Entire List For Jury","The China Press"
"265","1766429788","19480630","H.K. ROTARY CLUB","South China Morning Post Ltd."
"266","1416464407","19330728","Two Hospitals Are Planned By Rotary Club","The China Press"
"267","1416476946","19331028","Capital City To Organize Rotary Club","The China Press"
"268","1416655218","19340417","Rotary Club Hears Of Fong's Travels","The China Press"
"269","1371622763","19310522","Hadley Speaks At Rotary Club","The China Press"
"270","1418976959","19370127","SOOCHOW ROTARY CLUB CHARTER","The North China Herald"
"271","1756806886","19301107","ROTARY CLUB FOR HONGKONG","South China Morning Post Ltd."
"272","1425747973","19250227","Sir Harry Lauder Guest Of Shanghai Rotary Club","The China Press"
"273","1416575879","19370120","Rotary Club To Play Host To Anzac Party","The China Press"
"274","1371782523","19380904","Children Romp At Rotary Club Garden Party","The China Press"
"275","1371878590","19331103","Rotary Club Drive For Toys Starting Soon","The China Press"
"276","1416460603","19330512","Boy Scouts, Movie Comics At Rotary Club","The China Press"
"277","1371878597","19331103","Travelogue Talks Given Members Of Rotary Club","The China Press"
"278","1416699979","19350607","Rotary Club To Hold President's Party Sat.","The China Press"
"279","1535754677","19461009","ROTARY CLUB TIFFIN","South China Morning Post Ltd."
"280","1766540289","19490610","ROTARY CLUB","South China Morning Post Ltd."
"281","1324854190","19300530","Shanghai Rotary Club Tiffin Held At Union Club","The China Press"
"282","1369908142","19191011","THE ROTARY CLUB OF SHANGHAI","The North China Herald"
"283","1764461092","19400626","ROTARY CLUB TIFFIN","South China Morning Post Ltd."
"284","1416622726","19321124","Peggy Shannon To Be Sponsor At Rotary Club Toy Show","The China Press"
"285","1426815719","19320412","ROTARY CLUB AND PEACE","The North China Herald"
"286","1425467510","19371008","ROTARY CLUB TO PROVIDE MOBILE DISPENSARY VAN","The China Press"
"287","1416637962","19330424","Gaston Gerard Named Rotary Club President","The China Press"
"288","1371771367","19361219","Rotary Club Anxious Over Chiang's Safety","The China Press"
"289","1419981199","19250829","LADIES' DAY AT THE ROTARY CLUB","The North China Herald"
"290","1425439770","19370331","Shanghai Rotary Club Meeting Set Friday","The China Press"
"291","1416471176","19330915","History Of Leather Told At Rotary Club","The China Press"
"292","1371758682","19360501","Hans Berents Elected To Head Rotary Club","The China Press"
"293","1416616689","19320927","Rotary Club Plans To Give Toys To Needy","The China Press"
"294","1416593049","19370528","U. S. Publisher is Speaker At Rotary Club","The China Press"
"295","1425420340","19351108","Another Rotary Club Is Said Needed In City","The China Press"
"296","1416572567","19361212","Rotary Club Plans 'Ladies Day' For Xmas","The China Press"
"297","1416719376","19360227","Wuchow Planning To Form Rotary Club","The China Press"
"298","1321980939","19300913","Rotary Club To Start Drive For School Funds","The China Press"
"299","1324851422","19300502","Shanghai Rotary Club Holds Its Weekly Tiffin","The China Press"
"300","1766361174","19470702","H.K. ROTARY CLUB","South China Morning Post Ltd."
"301","1766441215","19480417","ROTARY CLUB TALK","South China Morning Post Ltd."
"302","1371739634","19341104","Chicago Rotary Club Put Under Microscope","The China Press"
"303","1371408502","19330802","ROTARY CLUB CHARITIES DISTRIBUTION","The North China Herald"
"304","1418983474","19370331","ROTARY CLUB FOR CHUNGKING","The North China Herald"
"305","1764542635","19410329","HONG KONG ROTARY CLUB","South China Morning Post Ltd."
"306","1416460509","19330526","Movie Queen Guest Of Honor At Rotary Club","The China Press"
"307","1538810570","19480315","HONG KONG ROTARY CLUB S CHARITY SUPPER DANCE","South China Morning Post Ltd."
"308","1321192438","19250327","Directors Elected By Rotary Club","The China Press"
"309","1371323449","19290316","DR. WADDELL AT THE ROTARY CLUB","The North China Herald"
"310","1426581823","19320112","THE ROTARY CLUB TIFFIN","The North China Herald"
"311","1371587056","19340429","Rotary Club Registers 2,428 In World-Wide Radio Ten Pin Series","The China Press"
"312","1324874523","19301023","500 Reserve For Rotary Club Ball At The Majestic","The China Press"
"313","1321993276","19301026","Here Are Winning Tickets Of Rotary Club Ball Raffle","The China Press"
"314","1425449059","19370723","Anniversary Of Rotary Club To Be Celebrated","The China Press"
"315","1416459009","19330407","Sandor Takes Post As Rotary Club President","The China Press"
"316","1764508772","19401211","ROTARY CLUB TALK","South China Morning Post Ltd."
"317","1321981518","19300803","ROTARY CLUB HERE DONATES INTERNATIONAL TENNIS CUP","The China Press"
"318","1416455257","19330331","Sandor Elected President Of Rotary Club","The China Press"
"319","1764538673","19410402","ROTARY CLUB TIFFIN","South China Morning Post Ltd."
"320","1416557860","19360910","Hsu Mo To Speak Before Rotary Club","The China Press"
"321","1371772946","19360920","Tommy Cheng To Be Seen In Rotary Club Charity Card Sept. 26","The China Press"
"322","1416573245","19361128","Imperial Air Service Topic At Rotary Club","The China Press"
"323","1418967441","19260424","LORD WILLINGDON AT THE ROTARY CLUB","The North China Herald"
"324","1371771232","19361206","Rotary Club Has Program By Americans","The China Press"
"325","1371592473","19340907","Slump Fails To Have Affect On Rotary Club","The China Press"
"326","1416732312","19361010","9 New Members Inducted Into Nanking Rotary Club Chapter","The China Press"
"327","1416454287","19330317","Rotary Club Delves Into World Crisis","The China Press"
"328","1535696095","19451219","THE ROTARY CLUB","South China Morning Post Ltd."
"329","1425377057","19200129","Rotary Club Hears Dr. C.T.Wang and Mr. Roy Chapman Andrews","The Shanghai Gazette"
"330","1324853841","19261110","INTEREST GROWS IN HOBBY SHOW OF ROTARY CLUB","The China Press"
"331","1371612591","19361016","Local Rotary Club Greets Dr. C. T. Wang","The China Press"
"332","1416634297","19330215","Rotary Club Approves Bond Issue To Raise Fund For Russ School","The China Press"
"333","1759526995","19341121","ROTARY CLUB TALF","South China Morning Post Ltd."
"334","1764506512","19401204","ROTARY CLUB APPEAL","South China Morning Post Ltd."
"335","1425440803","19370430","Rotary Club Hears Pan On Education","The China Press"
"336","1371890279","19361120","Henry Lester Chief Rotary Club Speaker","The China Press"
"337","1416604395","19381116","Italian Rotary Club Closed By Government","The China Press"
"338","1319905299","19310411","Dr. Fong Sec Installed as President of Shanghai Rotary Club","The China Weekly Review"
"339","1321515582","19250827","ROTARY CLUB TO GIVE MUSICAL PROGRAM TODAY","The China Press"
"340","1428045615","19250402","HAGER ELECTED NEW PRESIDENT OF ROTARY CLUB","The China Press"
"341","1416703875","19350802","Bradford Is Speaker For Rotary Club","The China Press"
"342","1416766007","19381004","Rotary Club Of Trieste Is Dissolved","The China Press"
"343","1416507759","19350503","Rotary Club Holds Annual ""Sons"" Day","The China Press"
"344","1321946676","19291007","New Rotary Club Formed At Mukden Has 28 Members","The China Press"
"345","1371531042","19310220","Six New Members Initiated Into Shanghai Rotary Club At Thursday Noon Luncheon","The China Press"
"346","1764504736","19401127","ROTARY CLUB MEETS","South China Morning Post Ltd."
"347","1324874234","19301024","All Set For Grand Ball And Fete Of S'hai Rotary Club","The China Press"
"348","1416595336","19370625","Ward Honored By Rotary Club","The China Press"
"349","1416724482","19360529","Timperley Is Speaker At Rotary Club","The China Press"
"350","1425777596","19320805","Rotary Club Hears Status Of Manchuria","The China Press"
"351","1416465846","19330807","Admiral Tsai Delivers Talk At Rotary Club In Peiping","The China Press"
"352","1321982766","19301017","Films Of Siam Shown At Tiffin Of Rotary Club","The China Press"
"353","1416688324","19350301","Local Rotary Club Members Greet Founding","The China Press"
"354","1538806676","19460515","ROTARY CLUB TALK","South China Morning Post Ltd."
"355","1418946660","19400904","Japan Rotary Club to Oust Foreign Ties","The North China Herald"
"356","1416761114","19380412","ROTARY CLUB WILL MARK YOUTH WEEK; MORRIS TO SPEAK","The China Press"
"357","1416669730","19341103","Rotary Club Will Stage Golf Tourney At Kiangwan Tuesday","The China Press"
"358","1371494194","19360919","Hsu Mo Discusses Chinese Judicial System Befo re Rotary Club","The China Weekly Review"
