"","DocId","category","Date","Title","Source","Before","Matched","After","Year","Text"
"30","1369534675","Feature, Article","19231013","THE ROTARY CLUB","The North China Herald","THE ROTARY CLUB                 An interesting meeting of the","Rotary Club","was held on Thursday at the Astor House when curios and publicity were the subjects under discussion Mr Mason in his address spoke of the Canton Government taxing heavily all trades show ed its effec",1923,"THE ROTARY CLUB                 An interesting meeting of the Rotary Club was held on Thursday at the Astor House when curios and publicity were the subjects under discussion Mr Mason in his address spoke of the Canton Government taxing heavily all trades show ed its effec"
"31","1369534675","Feature, Article","19231013","THE ROTARY CLUB","The North China Herald","THE","ROTARY CLUB","",1923,"THE ROTARY CLUB "
"32","1371585080","Feature, Article","19340408","Rotary Club In Nanking Gets Underway","The China Press","","Rotary Club","In Nanking Gets Underway                 Shanghai Club Members Attend First Metting 6 Nations Represented                 Harris First President Receives Club Charter                 NANKING Apr 6.--",1934," Rotary Club In Nanking Gets Underway                 Shanghai Club Members Attend First Metting 6 Nations Represented                 Harris First President Receives Club Charter                 NANKING Apr 6.--"
"33","1371585080","Feature, Article","19340408","Rotary Club In Nanking Gets Underway","The China Press","y                 Shanghai Club Members Attend First Metting 6 Nations Represented                 Harris First President Receives Club Charter                 NANKING Apr 6.-- Reuters -- The Nanking","Rotary Club","received last night its charter from the Rotary International at special Oharter Night meeting at the International Club Many prominent Chinese governemnt leaders including Mr Sun Fo president of",1934,"y                 Shanghai Club Members Attend First Metting 6 Nations Represented                 Harris First President Receives Club Charter                 NANKING Apr 6.-- Reuters -- The Nanking Rotary Club received last night its charter from the Rotary International at special Oharter Night meeting at the International Club Many prominent Chinese governemnt leaders including Mr Sun Fo president of"
"34","1371585080","Feature, Article","19340408","Rotary Club In Nanking Gets Underway","The China Press","tblie Health Kureau Mr Krnest lr Ilarris Far East high for Rotary Interna- io ial and ri- of Ilankoiv Hangchovv and Shanghai Rulary Clubs attended the jlr Harris who is past president Df the Shanghai","Rotary Club","and president of Nanking Rotary Club received the on behalf of the local club Mr George Pitch past president pi the Shanghai Rotary Club and representing the Hankow Rotary Club Mr Glnam Lao represent",1934,"tblie Health Kureau Mr Krnest lr Ilarris Far East high for Rotary Interna- io ial and ri- of Ilankoiv Hangchovv and Shanghai Rulary Clubs attended the jlr Harris who is past president Df the Shanghai Rotary Club and president of Nanking Rotary Club received the on behalf of the local club Mr George Pitch past president pi the Shanghai Rotary Club and representing the Hankow Rotary Club Mr Glnam Lao represent"
"35","1371585080","Feature, Article","19340408","Rotary Club In Nanking Gets Underway","The China Press","ris Far East high for Rotary Interna- io ial and ri- of Ilankoiv Hangchovv and Shanghai Rulary Clubs attended the jlr Harris who is past president Df the Shanghai Rotary Club and president of Nanking","Rotary Club","received the on behalf of the local club Mr George Pitch past president pi the Shanghai Rotary Club and representing the Hankow Rotary Club Mr Glnam Lao represent ini' tile Hangehow Rotary Club Mr Lu",1934,"ris Far East high for Rotary Interna- io ial and ri- of Ilankoiv Hangchovv and Shanghai Rulary Clubs attended the jlr Harris who is past president Df the Shanghai Rotary Club and president of Nanking Rotary Club received the on behalf of the local club Mr George Pitch past president pi the Shanghai Rotary Club and representing the Hankow Rotary Club Mr Glnam Lao represent ini' tile Hangehow Rotary Club Mr Lu"
"36","1371585080","Feature, Article","19340408","Rotary Club In Nanking Gets Underway","The China Press","attended the jlr Harris who is past president Df the Shanghai Rotary Club and president of Nanking Rotary Club received the on behalf of the local club Mr George Pitch past president pi the Shanghai","Rotary Club","and representing the Hankow Rotary Club Mr Glnam Lao represent ini' tile Hangehow Rotary Club Mr Luther Jee past high Bloner for Par East of Rotary Inter national past president of Shanghai Rotary Cl",1934,"attended the jlr Harris who is past president Df the Shanghai Rotary Club and president of Nanking Rotary Club received the on behalf of the local club Mr George Pitch past president pi the Shanghai Rotary Club and representing the Hankow Rotary Club Mr Glnam Lao represent ini' tile Hangehow Rotary Club Mr Luther Jee past high Bloner for Par East of Rotary Inter national past president of Shanghai Rotary Cl"
"37","1371585080","Feature, Article","19340408","Rotary Club In Nanking Gets Underway","The China Press","sident Df the Shanghai Rotary Club and president of Nanking Rotary Club received the on behalf of the local club Mr George Pitch past president pi the Shanghai Rotary Club and representing the Hankow","Rotary Club","Mr Glnam Lao represent ini' tile Hangehow Rotary Club Mr Luther Jee past high Bloner for Par East of Rotary Inter national past president of Shanghai Rotary Club and represent inn the Shanghai Club a",1934,"sident Df the Shanghai Rotary Club and president of Nanking Rotary Club received the on behalf of the local club Mr George Pitch past president pi the Shanghai Rotary Club and representing the Hankow Rotary Club Mr Glnam Lao represent ini' tile Hangehow Rotary Club Mr Luther Jee past high Bloner for Par East of Rotary Inter national past president of Shanghai Rotary Club and represent inn the Shanghai Club a"
"38","1371585080","Feature, Article","19340408","Rotary Club In Nanking Gets Underway","The China Press","nking Rotary Club received the on behalf of the local club Mr George Pitch past president pi the Shanghai Rotary Club and representing the Hankow Rotary Club Mr Glnam Lao represent ini' tile Hangehow","Rotary Club","Mr Luther Jee past high Bloner for Par East of Rotary Inter national past president of Shanghai Rotary Club and represent inn the Shanghai Club and Dr Richard Hoping Sia Peipinti Rptary Club presente",1934,"nking Rotary Club received the on behalf of the local club Mr George Pitch past president pi the Shanghai Rotary Club and representing the Hankow Rotary Club Mr Glnam Lao represent ini' tile Hangehow Rotary Club Mr Luther Jee past high Bloner for Par East of Rotary Inter national past president of Shanghai Rotary Club and represent inn the Shanghai Club and Dr Richard Hoping Sia Peipinti Rptary Club presente"
"39","1371585080","Feature, Article","19340408","Rotary Club In Nanking Gets Underway","The China Press","tary Club and representing the Hankow Rotary Club Mr Glnam Lao represent ini' tile Hangehow Rotary Club Mr Luther Jee past high Bloner for Par East of Rotary Inter national past president of Shanghai","Rotary Club","and represent inn the Shanghai Club and Dr Richard Hoping Sia Peipinti Rptary Club presented souvenir to the newest Rotary Club in China Nine nations are repre sented In the membership of the local c",1934,"tary Club and representing the Hankow Rotary Club Mr Glnam Lao represent ini' tile Hangehow Rotary Club Mr Luther Jee past high Bloner for Par East of Rotary Inter national past president of Shanghai Rotary Club and represent inn the Shanghai Club and Dr Richard Hoping Sia Peipinti Rptary Club presented souvenir to the newest Rotary Club in China Nine nations are repre sented In the membership of the local c"
"40","1371585080","Feature, Article","19340408","Rotary Club In Nanking Gets Underway","The China Press","Bloner for Par East of Rotary Inter national past president of Shanghai Rotary Club and represent inn the Shanghai Club and Dr Richard Hoping Sia Peipinti Rptary Club presented souvenir to the newest","Rotary Club","in China Nine nations are repre sented In the membership of the local club and their flags were presented at stirring ceremony program included music enter tainment and 1, An 18-story home for childr",1934,"Bloner for Par East of Rotary Inter national past president of Shanghai Rotary Club and represent inn the Shanghai Club and Dr Richard Hoping Sia Peipinti Rptary Club presented souvenir to the newest Rotary Club in China Nine nations are repre sented In the membership of the local club and their flags were presented at stirring ceremony program included music enter tainment and 1, An 18-story home for childr"
"41","1371585080","Feature, Article","19340408","Rotary Club In Nanking Gets Underway","The China Press","","Rotary Club","In Nanking Gets Underway",1934," Rotary Club In Nanking Gets Underway"
"42","1371429868","Feature, Article","19360415","ROTARY CLUB AT NINGPO","The North China Herald","","ROTARY CLUB","AT NINGPO                 Second Club to be Formed in Chekiang Province At the suggestion of Dr Wang Governor of the 81st District of Rotary International the Rotary Club of Hangchow has sponsored th",1936," ROTARY CLUB AT NINGPO                 Second Club to be Formed in Chekiang Province At the suggestion of Dr Wang Governor of the 81st District of Rotary International the Rotary Club of Hangchow has sponsored th"
"43","1371429868","Feature, Article","19360415","ROTARY CLUB AT NINGPO","The North China Herald","ROTARY CLUB AT NINGPO                 Second Club to be Formed in Chekiang Province At the suggestion of Dr Wang Governor of the 81st District of Rotary International the","Rotary Club","of Hangchow has sponsored the formation of new Rotary Club in Ningpo Chekiang On April 5, party of five delegates from Hangchow-- Mr Tsao President of the Hangchow Club Mr Smith Vice-President Mr Gin",1936,"ROTARY CLUB AT NINGPO                 Second Club to be Formed in Chekiang Province At the suggestion of Dr Wang Governor of the 81st District of Rotary International the Rotary Club of Hangchow has sponsored the formation of new Rotary Club in Ningpo Chekiang On April 5, party of five delegates from Hangchow-- Mr Tsao President of the Hangchow Club Mr Smith Vice-President Mr Gin"
"44","1371429868","Feature, Article","19360415","ROTARY CLUB AT NINGPO","The North China Herald","Second Club to be Formed in Chekiang Province At the suggestion of Dr Wang Governor of the 81st District of Rotary International the Rotary Club of Hangchow has sponsored the formation of new","Rotary Club","in Ningpo Chekiang On April 5, party of five delegates from Hangchow-- Mr Tsao President of the Hangchow Club Mr Smith Vice-President Mr Ginarn Lao Membership and Clas sification Committee Mr Chow Ro",1936,"Second Club to be Formed in Chekiang Province At the suggestion of Dr Wang Governor of the 81st District of Rotary International the Rotary Club of Hangchow has sponsored the formation of new Rotary Club in Ningpo Chekiang On April 5, party of five delegates from Hangchow-- Mr Tsao President of the Hangchow Club Mr Smith Vice-President Mr Ginarn Lao Membership and Clas sification Committee Mr Chow Ro"
"45","1371429868","Feature, Article","19360415","ROTARY CLUB AT NINGPO","The North China Herald","fficers wi' following results Mr Rtn as the first Pres ident Mr Nyi of the Ningpo as the Chinese Secretary and Mr Benjamin of the Ningpo Baptist Mission as the English Sec retary With the founding of","Rotary Club","in Ningpo Chekiang now has two such clubs namely one in Hang chow and one in Ningpo THE AMERICAN -IN-C IN CANTON Canton Apr 7. Admiral Orin Gould Murfin Com- mander-in-Chief of the United States Asia",1936,"fficers wi' following results Mr Rtn as the first Pres ident Mr Nyi of the Ningpo as the Chinese Secretary and Mr Benjamin of the Ningpo Baptist Mission as the English Sec retary With the founding of Rotary Club in Ningpo Chekiang now has two such clubs namely one in Hang chow and one in Ningpo THE AMERICAN -IN-C IN CANTON Canton Apr 7. Admiral Orin Gould Murfin Com- mander-in-Chief of the United States Asia"
"46","1371429868","Feature, Article","19360415","ROTARY CLUB AT NINGPO","The North China Herald","","ROTARY CLUB","AT NINGPO",1936," ROTARY CLUB AT NINGPO"
"47","1371551078","Feature, Article","19310717","Women Honored By Rotary Club","The China Press","Women Honored By","Rotary Club","Special Program Held For Fair Sex Tokyo Visitor Is Speaker                 The iM- environment of the han Rotary Club was relegated at the -'ek llin at the Old Carlton yes- when the m",1931,"Women Honored By Rotary Club Special Program Held For Fair Sex Tokyo Visitor Is Speaker                 The iM- environment of the han Rotary Club was relegated at the -'ek llin at the Old Carlton yes- when the m"
"48","1371551078","Feature, Article","19310717","Women Honored By Rotary Club","The China Press","Women Honored By Rotary Club                 Special Program Held For Fair Sex Tokyo Visitor Is Speaker                 The iM- environment of the han","Rotary Club","was relegated at the -'ek llin at the Old Carlton yes- when the members of the held Ladies iy Mnii visiting Rutarians were pre en whom wa Mr ie ol tlie Tokvo Rotary Club Mr neary short speech said 'l",1931,"Women Honored By Rotary Club                 Special Program Held For Fair Sex Tokyo Visitor Is Speaker                 The iM- environment of the han Rotary Club was relegated at the -'ek llin at the Old Carlton yes- when the members of the held Ladies iy Mnii visiting Rutarians were pre en whom wa Mr ie ol tlie Tokvo Rotary Club Mr neary short speech said 'l"
"49","1371551078","Feature, Article","19310717","Women Honored By Rotary Club","The China Press","he iM- environment of the han Rotary Club was relegated at the -'ek llin at the Old Carlton yes- when the members of the held Ladies iy Mnii visiting Rutarians were pre en whom wa Mr ie ol tlie Tokvo","Rotary Club","Mr neary short speech said 'li ii he had not been in Shanghai numb ol years but this visit tin' city ui shown how greatly Shanghai hud developed in the last rade An musical program was ented alter ti",1931,"he iM- environment of the han Rotary Club was relegated at the -'ek llin at the Old Carlton yes- when the members of the held Ladies iy Mnii visiting Rutarians were pre en whom wa Mr ie ol tlie Tokvo Rotary Club Mr neary short speech said 'li ii he had not been in Shanghai numb ol years but this visit tin' city ui shown how greatly Shanghai hud developed in the last rade An musical program was ented alter ti"
"50","1371551078","Feature, Article","19310717","Women Honored By Rotary Club","The China Press","Women Honored By","Rotary Club","",1931,"Women Honored By Rotary Club "
"51","1416543898","Feature, Article","19360408","Rotary Club In Ningpo Opened","The China Press","","Rotary Club","In Ningpo Opened                 Members At Hangchow Open New Body                 At the suggestion of Dr Wang Governor of the 81st District of Rotary International the Rotary Club of Hangchow has s",1936," Rotary Club In Ningpo Opened                 Members At Hangchow Open New Body                 At the suggestion of Dr Wang Governor of the 81st District of Rotary International the Rotary Club of Hangchow has s"
"52","1416543898","Feature, Article","19360408","Rotary Club In Ningpo Opened","The China Press","Rotary Club In Ningpo Opened                 Members At Hangchow Open New Body                 At the suggestion of Dr Wang Governor of the 81st District of Rotary International the","Rotary Club","of Hangchow has sponsored the formation of new Rotary Club in Ningpo Chekiang                 On April 5, party of five dele gates from Hangchow -- Mr Tsao President of the Hangchow Club Mr Smith Vlc",1936,"Rotary Club In Ningpo Opened                 Members At Hangchow Open New Body                 At the suggestion of Dr Wang Governor of the 81st District of Rotary International the Rotary Club of Hangchow has sponsored the formation of new Rotary Club in Ningpo Chekiang                 On April 5, party of five dele gates from Hangchow -- Mr Tsao President of the Hangchow Club Mr Smith Vlc"
"53","1416543898","Feature, Article","19360408","Rotary Club In Ningpo Opened","The China Press","Members At Hangchow Open New Body                 At the suggestion of Dr Wang Governor of the 81st District of Rotary International the Rotary Club of Hangchow has sponsored the formation of new","Rotary Club","in Ningpo Chekiang                 On April 5, party of five dele gates from Hangchow -- Mr Tsao President of the Hangchow Club Mr Smith Vlcc-Pre- Mr Glnara Lao Member ship and Classification Committ",1936,"Members At Hangchow Open New Body                 At the suggestion of Dr Wang Governor of the 81st District of Rotary International the Rotary Club of Hangchow has sponsored the formation of new Rotary Club in Ningpo Chekiang                 On April 5, party of five dele gates from Hangchow -- Mr Tsao President of the Hangchow Club Mr Smith Vlcc-Pre- Mr Glnara Lao Member ship and Classification Committ"
"54","1416543898","Feature, Article","19360408","Rotary Club In Ningpo Opened","The China Press","ers with the following results Mr Ren as the first President M'r Nyi of the Ningpo as the Chinese Secretary and Mr Benjamin of the Ningpo Baptist Mission as the English Secretary With the founding of","Rotary Club","in Ningpo Chekinng now has two such clubs namely one in Hangchow and one In Ningpo",1936,"ers with the following results Mr Ren as the first President M'r Nyi of the Ningpo as the Chinese Secretary and Mr Benjamin of the Ningpo Baptist Mission as the English Secretary With the founding of Rotary Club in Ningpo Chekinng now has two such clubs namely one in Hangchow and one In Ningpo"
"55","1416543898","Feature, Article","19360408","Rotary Club In Ningpo Opened","The China Press","","Rotary Club","In Ningpo Opened",1936," Rotary Club In Ningpo Opened"
"56","1371336005","Feature, Article","19331101","A ROTARY CLUB FOR NANKING","The North China Herald","","ROTARY CLUB","FOR NANKING                 International Leaders in Association                 Nanking Oct 27                 Preparatory steps have been taken for the early inauguration of the Nanking Rotary Club",1933," ROTARY CLUB FOR NANKING                 International Leaders in Association                 Nanking Oct 27                 Preparatory steps have been taken for the early inauguration of the Nanking Rotary Club"
"57","1371336005","Feature, Article","19331101","A ROTARY CLUB FOR NANKING","The North China Herald","ROTARY CLUB FOR NANKING                 International Leaders in Association                 Nanking Oct 27                 Preparatory steps have been taken for the early inauguration of the Nanking","Rotary Club","In China Rotary Clubs have been organised in Peking Hangchow Shanghai Tsinan and Foochow With the Chinese Government making its in Nanking and many                 former Rotarians coming to this cit",1933,"ROTARY CLUB FOR NANKING                 International Leaders in Association                 Nanking Oct 27                 Preparatory steps have been taken for the early inauguration of the Nanking Rotary Club In China Rotary Clubs have been organised in Peking Hangchow Shanghai Tsinan and Foochow With the Chinese Government making its in Nanking and many                 former Rotarians coming to this cit"
"58","1371336005","Feature, Article","19331101","A ROTARY CLUB FOR NANKING","The North China Herald","former Rotarians coming to this city to join either Government offices or various business interests here the Rotary International as well as many prominent local people felt the necessity of","Rotary Club","in Nanking Mr Douglas How- land secretary for Rotary Inter national Eastern Asia section therefore came to Nanking recently to take up this matter with former Rotarians and those who are inter ested",1933,"former Rotarians coming to this city to join either Government offices or various business interests here the Rotary International as well as many prominent local people felt the necessity of Rotary Club in Nanking Mr Douglas How- land secretary for Rotary Inter national Eastern Asia section therefore came to Nanking recently to take up this matter with former Rotarians and those who are inter ested"
