"","DocId","Date","Year","Source","category","Title","Text"
"11","1319853480","19231103",1923,"The China Weekly Review","Feature, Article","Men and Events","rn University in Nanking On Sunday he will address the afternoon meeting of the Community Church in the Masonic Hall on the subject Science and Religion and it is also planned to have him address the Rotary Club on Botany and Business Men"
"12","1319854054","19240426",1924,"The China Weekly Review","Feature, Article","Men and Events","nd Hsu returned to Shanghai from their six months' tour of the world aboard the President Grant on April 20. Receptions are being held by leading Chinese organizations of Shanghai and by the Shanghai Rotary Club the Pan-Pacific Association American Returned Students' Club and the American University Club Mr Chang Chien Jr has bren recom mended for appointment as Minister abroad Bowen manager of the Commercia"
"13","1319854530","19220812",1922,"The China Weekly Review","Feature, Article","Men and Events","ach Manila' in Octobcr accompanied by George of Philadelphia as assistant commissioner Synder representative of fifteen American publishing houses now in Shanghai was guest of lienor last week at the Rotary Club where he gave talk Mr Synder told of how many books were written by authors who had never visited the they described in their books The Cruise of the Kawa Mr Synder said was written in New York hospi they are sent out to stores in New York William Irvine trade commissioner of the Department of Commerce who is making survey of automotive transport conditions in the Far East planned to speak at the Rotary Club on Thursday August 10. Chen member of the provincial assembly of Hunan province is in Shanghai at the Yip Ping Shan hotel According to Mr Chen the new constitution of Hunan is working satisfactorily"
"14","1319854677","19240524",1924,"The China Weekly Review","Feature, Article","News from North China","his new project in the capital of China Dr Jacob Gould Schurman the American Minister to China accompanied by Mrs Schurman left Peking May 14, for Tientsin where Dr Schurman spoke before the Tientsin Rotary Club and also to the students of the Nankai university They left for Taian the next evening for sightseeing trip up the sacred mountain of Taishan and to the birthplace of Confucius at Chufu From Taian Mr"
"15","1319856227","19230811",1923,"The China Weekly Review","Editorial, Commentary","LOBINGIER'S INDORSEMENT OF HAGUE COURT","the International Court of Justice at the Hague will we believe have the approval of most Americans and other foreigners residing in this part of the world as well as the Chinese Speaking before the Rotary Club of Tientsin on August 2, Judge Lobingier took issue with the recent statement                 of Senator Johnson of California opposing the participation of the United States in the Hague Tribunal ex"
"16","1319856554","19241101",1924,"The China Weekly Review","Feature, Article","Men and Events","uted legitimate news from the viewpoint of the government Hypes general manager of the sales department of Marshall Field and Company of Chicago was the principal speaker at the weekly meeting of the Rotary Club on Thursday October 30, at the Astor House Shanghai Mr Hypes has been connected with the company since 1 SSI- Mrs Hypes is accompanying Mr Hypes on his trip around the world They are the guests of Mr"
"17","1319856968","19200529",1920,"The China Weekly Review","Feature, Article","American and Chinese Communities Welcome New American Minister","States of America to the Republic of China                 General Lobingier judge of the Court for China J' Holcomb District Attorney ami re of the American Chamber of Commcr ce American Association Rotary Club and various Chinese organizations was escorted from the Customs jetty to the American Consulate by an escort of mounted Sikhs supplied by he International Settlement two companies of marines from the entertained at dinner on Monday evening at the I'alace Hotel bv the of the American Wo man s Club and the wives of the officers of the Am erican Chamber of Commerce the American Associa tion and the Rotary Club Forty- wo American women and two Chinese women were present Brief talks were made by Mrs II nut and Mrs Sites of the Woman's Club and by Dr Yamui Kin prominent Chinese woman and personal friend of Mr"
"18","1319857547","19241206",1924,"The China Weekly Review","Feature, Article","Men and Events","ork and Rockwell head of White interests including the Manila Electric Company The party departed for Hankow this week and will later return to Shanghai enroute to America The members of the Shanghai Rotary Club and their wives and families were entertained at luncheon by the Hongkong and Shanghai Hotels Ltd on Saturday Novem ber 29, at the Majestic Hotel Holgate president of the Rotary Club presided over th of the Shanghai Rotary Club and their wives and families were entertained at luncheon by the Hongkong and Shanghai Hotels Ltd on Saturday Novem ber 29, at the Majestic Hotel Holgate president of the Rotary Club presided over the meeting and in the absence of Taggart manager of the Shanghai and Hongkong Hotels Ltd Mrs Taggart acted as hostess Several brief talks were made and the orchestra played during the"
"19","1319859423","19190802",1919,"The China Weekly Review","Feature, Article","Men and Events","rey Co and Christian of the China- American Trading Co The purpose of the Chamber of Commerce is to promote and protect American business and commercial interests in China An organization of Shanghai Rotary Club as member of the International Association of Rotary Clubs was formed in Shanghai on Thursday July 24. The officers are Dr Julian Petit president Rosenfeld vice-president Baker secretary and Buchan t vice-president Baker secretary and Buchan treasurer The board of directors of the officers are Hon Thomas Sammons Frank Raven and Johnstone The club started with about thirty memberships The Shanghai Rotary Club is the second organization in the East as the first was formed in Manila several months ago The annual report of the Young Men's Christian Association in China for 1918 has just been issued bv the Na rency and may be obtained by addressing Mr Van Norden at No 62 South Street New York City McCay editor of the Sun of Sydney Aus tralia who has been visiting in Shanghai for several days addressed the Rotary Club at the Palace Hotel on Thurs day July 31, at luncheon Mr McCay's address dealt chiefly with Japan which he compared to an inverted pyramid with most of the development and wealth at the top In- the o"
"20","1319859430","19190809",1919,"The China Weekly Review","Feature, Article","Men and Events","na Japan South America Trading Company Ltd The notice is signed by Disselduti manager Henry Niederhold an American business man from Philadelphia and Atlantic City addressed the weekly meeting of the Rotary Club at the Trocodero Cafe at luncheon on Thursday August 7. Mr Niederhold arrived in Shanghai after trip through Japan Korea Shantung province and North China He is staying at the Astor House Hotel Invit"
"21","1319860288","19191101",1919,"The China Weekly Review","Feature, Article","Men and Events","eam from St John's University Shanghai The                 judges were Dr Richardson of Nanking Chen of Shanghai and Powell About fifty American business men attended the regular weekly tiffin of the Rotary Club at the Cafe Parisien on Thursday October 30. Brief addressess were delivered by the following Walker of the China Industrial Development Corporation Ever- ard Thompson Firestone Tire and Rubber Coman"
"22","1319860872","19191108",1919,"The China Weekly Review","Feature, Article","Men and Events","officers' eleven of the 15th United States Infantry Tientsin to be played early in December                 Cunningham American Consul-General and Dr John Hykes addressed the members of the Shanghai Rotary Club on Thursday November 6. About fifty were present Theodore Burton former Senator and Edwin Cunningham Consul-General will be guests of honor at luncheon to be given by the American University Club on"
"23","1319861144","19191115",1919,"The China Weekly Review","Feature, Article","How Shanghai Has Grown","How Shanghai Has Grown                 rv agcm ui uic mci an Society in an address before the Shanghai Rotary Club on Thursday November 6, quoted the following figures showing the growth and development of Shanghai In                 1873 Shanghai had 390 foreign houses in the Interna tional Settlement In 19 15 t"
"24","1319861555","19191115",1919,"The China Weekly Review","Feature, Article","Men and Events","ars and leaves new church building at Wusih that is the result of his efforts Hsieh of the Liberty Steel Products Co and China American Industrial Development Corporation addressed the members of the Rotary Club on Thurs day November 13, at the Cafe Parisien Mr Hsieh spoke before number of Rotary Clubs while in America He is graduate of Cambridge University Powell told of the plans and expectations of the ne"
"25","1319868121","19191122",1919,"The China Weekly Review","Feature, Article","Men and Events","arke Director-General McRae of the Universal Film Company of Los Angeles who is now producing film in China and Sites of the United States Steel Products Company spoke before the weekly tiffin of the Rotary Club of Shanghai at the Cafe Parisien 011 Thursday Branch offices of the China Pacific Commercial Company general importers and exporters with offices in New York and San Francisco opened here on Monday N"
"26","1319868300","19191018",1919,"The China Weekly Review","Feature, Article","American College Club of Shanghai","r reception and dance to be given by Mr and Mrs Rosenfeld on Tuesday October 28, at the Astor House Hotel at 10 to meet Mr and Mrs Julius Rosenfeld On Thursday October 23rd, will be ladies day at the Rotary Club All wives of the members and                 lady friends of the single members of the Rotary Club will be invited to attend the tiffin at the Cafe Parisien Shanghai reception will be given at the Co Hotel at 10 to meet Mr and Mrs Julius Rosenfeld On Thursday October 23rd, will be ladies day at the Rotary Club All wives of the members and                 lady friends of the single members of the Rotary Club will be invited to attend the tiffin at the Cafe Parisien Shanghai reception will be given at the Columbia Coun try Club 50 Route Doumer on Friday evening October 24, by Mr and Mrs Fleming in honor o"
"27","1319868409","19191206",1919,"The China Weekly Review","Feature, Article","Men and Events","oon from Kobe on tour of inspection Four ships are being con structed for the Shipping Board in Shanghai shipyards committee consisting of Baker Hicks and Wentworth has been appointed by the Shanghai Rotary Club to assist in the American School Campaign public affairs committee of three members Dollar Nichols and Simms has also been appointed Wei Hsu- prominent Chinese business man of Chungking China is in S 7 35 from the acting treasurer Bradley to go as the American Charity Fund's share of the gate receipts Mex 1x3 was turned over to Lt Courtenay treasurer of the Navy Charity Fund closed meeting of the Rotary Club was held at the weekly tiffin Thursday at the Cafe Parisien At the tiffin next Thursday December 11, Chairman Pearce of the Municipal Council and Miss Coppock of the will talk Hill manager of the Sha"
"28","1319868532","19191220",1919,"The China Weekly Review","Feature, Article","Men and Events","apan That the Shantung clause had brought greater knowledge of China and more close investigation of the country and its commerce was the declaration of Capi Robert Dollar in talk before the Shanghai Rotary Club at the weekly tiffin Thursday at the Cafe Parisien Captain Dollar said that there were few persons in the United States today who did not have an almost intimate knowledge of the Shantung situation H"
"29","1319868664","19191129",1919,"The China Weekly Review","Feature, Article","Men and Events","White It Dorance Souters le Claire Kieton Cooper Kolander rhb Rodger capt Baley fb Marsden Niell lhb Wilhoit Motion pictures will be made during the contest by the Universal Film Company the Shanghai Rotary Club having been invited to participate in the Aiming by Henry McRae director-general of the company"
"30","1319868839","19240719",1924,"The China Weekly Review","Feature, Article","Men and Events","New York prison during the year George Fitch of the Shanghai who is now in America on home leave attended the annual convention of the Rotary Clubs held in Toronto Canada in June Ted Worthraan of the Rotary Club at Tientsin was also delegate More than 9,000 delegates attended the meeting Dr Williams professor of Oriental subjects at Yale University retired at the end of the last academic year and his place w"
"31","1319868875","19231027",1923,"The China Weekly Review","Feature, Article","Who's Who in China","Mr Fong Lam                 no doubt live up to what is expected of them Beside- being head of his own firm Mr Lam is also serving as director of the Eastern Hide and Leather Co He is member of the Rotary Club as well to other learned societies and was at one time associate Member of the Institute of Naval Architects of Lon don and the Society of Naval Architects and Marine Enaineers of America"
"32","1319868907","19231124",1923,"The China Weekly Review","Feature, Article","Who's Who in China","te for the Blind orthopedic surgeon to the Red Cross General Hospital to the Margaret Williamson Hospital and to the Soochozv Hospital Medical Officer to the Yangtze River Com mission director of the Rotary Club of Shanghai medical advisor to the Shanghai-Hangchozv-Ningpo Railzvay and medical examiner for the U'Test Coast Life Insurance Co Chan Lim Pak merchant and philanthropist born in Namhoi Kzvangtung 18"
"33","1319868912","19231124",1923,"The China Weekly Review","Feature, Article","Men and Events","tivation in cotton corn rice mulberries nurseries flowers cic                 Judge Lobingier Advocates World Court Judge Charles Lobingier of the United States Court for China addressed the Shanghai Rotary Club at tiffin November 22, on the Permanent Court of International Justice an insitution which he ardently advocates as did the late President Harding The Judge outlined the composition of the world cour"
"34","1319868929","19191227",1919,"The China Weekly Review","Feature, Article","Men and Events","ties for the Christmas Week are numerous and the entire city has taken on festive air Christmas tree Santa Claus in and distribution of presents to members marked the Christmas tiffin of the Shanghai Rotary Club at the Cafe Parisien Wednesday December 24. talk on Christmas and its meaning to China and the work of the China Con Committee was given by Lobenstein Frazar and Company Tokio told of meetings among"
"35","1319869333","19200207",1920,"The China Weekly Review","Feature, Article","Men and Events","months on business returned to Shanghai last week Thie official opening of the new premises of the Bank of Communications will take place on Wednes day Feburary 25, at No 14 The Bund from 12 to 2 The Rotary Club had closed meeting on Thursday February 5. Ashley addressed the members 011 Architecture and Building as Conducted China Baker presided at the meeting Yanderbeek of the Government School of Technolog"
"36","1319869775","19200327",1920,"The China Weekly Review","Feature, Article","Vice Conditions in Shanghai","s Davis 4 Darroch Road Shanghai on Tuesday afternoon March 30. Tea will be served from 4 to 4 30 preceding the program large number of members and guests were present at the dinner-dance given by the Rotary Club at the Cafe Parisien on Friday evening March 19. Mrs William O'Hara sang several solos during the evening and the music for dancing was furnished by the Cafe Parisien This is the first social functio iday evening March 19. Mrs William O'Hara sang several solos during the evening and the music for dancing was furnished by the Cafe Parisien This is the first social function given this season by the Rotary Club The marriage took place on Saturday March 20, of William Charles Bond and Miss Laura Kathleen Trueman daughter of Major and Mrs Trueman of Shanghai at the Holy Trinity Cathedral The wedding was follo"
"37","1319869886","19200306",1920,"The China Weekly Review","Feature, Article","China's Y.M.C.A. Movement had Beginning in Tientsin","he marriage of William Charles Bond and Miss Laura Kathleen daughter of Major and Mrs Truman of Shang hai will take place at the Holy Trinity Cathedral on March 20. dinner-dance is to be given by the Rotary Club of Shanghai on the evening of Friday March 19, for members their families and lady friends at the Cafe Parisien Music will be furnished by the Cafe Parisien orchestra Miss Mary McConnell who has been"
"38","1319870292","19200424",1920,"The China Weekly Review","Feature, Article","Men and Events","mplating the establishment ot Far Eastern branch according to Major 1 homas McConnell factory representative of the company for the Orient who spoke before the weekly luncheon meeting of the Shanghai Rotary Club at the Cale Parisien on Thursday April 15. Whether this will be an assembling plant Major McConnell said will depend upon the demand created and the future possibilities in the Far hast Shanghai is b"
"39","1319870787","19200501",1920,"The China Weekly Review","Feature, Article","Men and Events","Professor Gist Gee of Soochow University Soochow China has been called home to America because of the serious illness of his wife Their home is at Summerton South Carolina                 The Rotary Club of Shanghai following its weekly tiffin April 22, visited the Shanghai plant of the China Genera Edison Company through the courtesy of Page general manager Haile former general passenger agent foi t"
"40","1319871259","19200529",1920,"The China Weekly Review","Feature, Article","Chinese Enamels","ll be foil bv dinner at the Great Eastern Hotel at 7:3c o clock large number of members and will be present at farewell dinner-dance in honor of he retiring president Walter Johnstone of the Shanghai Rotary Club at the Cafe Parisien on the evening of 1' riday June 4, at 8 o clock Mr Johnstone agent for the Pacific Mail Steamship Company Shanghai has been transferred to the Yokohama office of the Pacific Mail General Ward Post of the American Legion from 9:30 to 12 o clock In addition to members of the Post invitations have been issued to members of the American Club Columbia Countrv Club and the Shanghai Rotary Club The dance will be the second Social funtion given bv the American Legation and large attendance is expected More than 500 people were present at the picnic- supper given by the American Song Service"
"41","1319871617","19200619",1920,"The China Weekly Review","Feature, Article","Men and Events","e various educational institutions Mr Miller is now connected with the American publishing house of Ginn and Company Dorcnuis general manager of the Dupont Fxport Co has been elected president-of the Rotary Club of Shanghai to replace who is leaving soon for Yokohama Nichols ot I'earoii Daniel Co was elected vice-president and Norman of the China Presss elected to fill the vacancy 011 the directorate of Mr N"
"42","1319874836","19231117",1923,"The China Weekly Review","Feature, Article","Men and Events","George Sellett and Blume announce the forming of partnership for the general practice of law with offices in the Ward building 24 Szechuen Road Shanghai Dr Peter addressed the members of the Rotary Club at their weekly meeting on Thursday November 15. He chose as his subject Medical Relief Work in Japan Earl Townsend general Oriental manager for the Admiral Line Shanghai planned to depart this week"
"43","1319875220","19240503",1924,"The China Weekly Review","Feature, Article","Helping America Understand China","Helping America Understand China                 BY DEANE                 Noie The following was an address delivered on February 2i before joint meeting of the Buffalo Chamber of Commerce and Rotary Club by Mr Dearie who served last yearns President of the American Chamber of Com merce in Peking and as delegate to the annual conference last fall of the Associated American Chambers of Commerce of Chin"
"44","1319875224","19240308",1924,"The China Weekly Review","Feature, Article","Men and Events","a Law Reviezv contains the first part of an exposition on The Juristic Philosophy of Roscoe Pound by John Wu Research Fellow in Harvard Law School Judge Lobingier's recent address before the Shanghai Rotary Club on The Permanent Court of International Justice translation of the permanent con stitution of the Republic of China and editorial comment notes and court decisions of interest to law practitioners in"
"45","1319875412","19240105",1924,"The China Weekly Review","Feature, Article","Dr. Julian Petit Dead","China and later came to Shanghai where he was associated with Drs Ransom Street and Alassey Later he opened his own offices with Dr Ruth Leonard as his partner He was first president of the Shanghai Rotary Club and member of many local clubs in Shanghai He is survived by wife and daughter residing in Shanghai Dr Petit was 42 years old and native of Japlin Mo and received his education in the state schools o old and native of Japlin Mo and received his education in the state schools of Missouri Funeral services were held at the Bubbling Well cemetery on Wednesday January 2, at 4 o clock when the Shanghai Rotary Club Shriners and other local organizations attended in body in addition to bis hot of friends residing in Shanghai"
"46","1319875561","19240209",1924,"The China Weekly Review","Feature, Article","Who's Who in China","its kind in Hankow This he started in 1919 and is now handling the advertising account of many advertisers in China Mr Jowe is now member of the Crystal Club union of twelve formed along the line of Rotary Club He has been on occasion adviser to Tuchun Hsiao Yao-nan of Hupeh who is concurrently High Inspect ing Commissioner of LI up eh and Hunan                 1a Pci-Yu Chien now Tientsin contributing edit"
"47","1319875820","19240705",1924,"The China Weekly Review","Feature, Article","Roy Chapman Andrews Returns for the ""Missing Link.""","s Returns for the Missing Link                 Roy Chapman Andrews explorer for the American Museum of Natural History returned to China this week and received an enthusiastic welcome by the Shanghai Rotary Club before proceeding on his trip to Peking to prepare for another expedition into Mongolia In an address before the members of the Rotary Club and their guests Mr Andrews explained that the chief purpos s week and received an enthusiastic welcome by the Shanghai Rotary Club before proceeding on his trip to Peking to prepare for another expedition into Mongolia In an address before the members of the Rotary Club and their guests Mr Andrews explained that the chief purpose of the present expedition is to find evidences of prehistoric man in Mongolia which he styles the Garden of Eden based upon his previous e"
"48","1319875903","19241115",1924,"The China Weekly Review","Feature, Article","H. A. Wiley Leaving for U. S.","been member of the board of governors of the American Club board of managers of the Shanghai American School board of directors of the American Chamber of Commerce board of directors of the Shanghai Rotary Club board of directors of the International General Chamber of Commerce and treasurer of the American Association of China He plans to place his daughter Marjorie in school in Switzerland and then procee"
"49","1319875944","19240628",1924,"The China Weekly Review","Feature, Article","Men and Events","dmiral Line steamer Piesident Jefferson were several graduates of the Shanghai American school who are proceeding home to enter college These include Charles Squ ires the student who won the Shanghai Rotary Club Bursary going to Princeton Miss Dorothy Pray who will enter New Hampshire State College Durham anil John Lockwood winner on the Rector Scholarship for Depauw University Greencastle Indiana Other stud"
"50","1319875978","19240705",1924,"The China Weekly Review","Feature, Article","Men and Events","Men and Events                 Steen Far Eastern general manager of the Robert Dollar Co left Shanghai on business trip to Peking on July 1.                 Foreign members of the Shanghai Rotary Club were guests of the Chinese members on the afternoon of June 28 at lawn at the home of Han 27 Edingbureh Road The quantity of bone used in the making of Mali Jongg sets inclines us to believe that the"
"51","1319876038","19240531",1924,"The China Weekly Review","Feature, Article","Protecting the Health of Shanghai","r to In conjunction with this Lab is Dispensary where medicines and concoctions are prepared for the hospitals and Municipal employees ''This article was delivered originally as an address before the Rotary Club of Shanghai few weeks ago Mr Kilner is Chief Health Inspector of the Municipal Council of the Inter national Settlement of Shanghai                 Hospital The Victoria Nursing Home with 32 beds whi"
"52","1319876177","19240705",1924,"The China Weekly Review","Editorial, Commentary","MORE VIEWS ON THE BOXER INDEMNITY PROBLEM","d member of the Shanghai Chinese Ratepayers' Committee who recommends that portion of the Fund should be used for the establish ment of school of journalism in China In an address before the Shanghai Rotary Club on June 26 on the subject of the development of the Chinese Press Mr Hsu appealed for portion of the Indem nity money to be set aside for the establishment in Shanghai of school of journalism modeled"
"53","1319877308","19210212",1921,"The China Weekly Review","Feature, Article","Men and Events","s Wolsiffer Mr and Mrs Wolsiffer are planning to depart for Ameri can on home leave 011 Saturday February 12. Cousins will act in Mr Wolisffer's place at Tientsin during his absence At meeting of the Rotary Club on Thursday February 3, Paul Page Whitham director for the Orient of the Foundation Company an engineering firm of New York and Meyer president and general manager of Andersen Meyer and Company addre"
"54","1319877355","19201225",1920,"The China Weekly Review","Feature, Article","Rotary Club Gives Christmas Tiffin Party"," Rotary Club Gives Christmas Tiffin Party                 The Shanghai Rotarv Club gave Christmas tiffin party for members their wives sisters and families on Thursday December 23, at the Astor House Hotel large er donated by Carl Crow Inc and several Rotarians also received and ash trav The Misses Lorraine Fleming Helen Morse and Astrum danced the Minuet and Spanish dance As was announced all members of the Rotary Club are to meet at the Astor House 011 Christmas day at 2 o clock when thev will wo to the Lung Hwa Orphanage where they have prov ided Christ mas tree and gifts for the orphans Pavmaster Cope will act a  Rotary Club Gives Christmas Tiffin Party"
"55","1319877657","19250110",1925,"The China Weekly Review","Feature, Article","Men and Events","anuary 10, by way of Suez Twin daughters were born to Mr and Mrs Price at Dr Fearn's Sanitorium January 7. Mr Price is head of the educational department of Edward Evans Sons Shang hai Members of the Rotary Club Shanghai entertained Russian refugees at tiffin at the Navy on Russian Christmas Day Wednesday January 7, and Russian school children at the Masonic Hall the same day The French Municipal Council ele"
"56","1319877731","19250207",1925,"The China Weekly Review","Feature, Article","Men and Events",". luncheon was given by ihe library department of the American Women Club on Thursday January at the Columbia Country Club Great Western Road Extension in cooperation with the members of the Shanghai Rotary Club Another warning is sounded in Commerce Reports to the American manufacturer who contemplates placing an agency or securing representative to handle his production in foreign field It is stated that a of Commerce served on the committee of the American Association of China member of the Board of Governors of the Columbia Country Club trustee of the American Club and charter member of the Shanghai Rotary Club having served as its president in 1922. He is accompanied to America by his family Mrs Lane served as vice-president of the American Women's Club its acting president Dr Fearn's absence in America la"
"57","1319877864","19250926",1925,"The China Weekly Review","Feature, Article","The Motion Picture Industry in China","nt of theatre connections these Mr Jee is connected with the Peacock Motion Picture Corporation of Shanghai and New York This article was delivered as an address before recent meeting of the Shanghai Rotary Club concerns were able to out into this market up to date pictures of their respective companies which are in turn leased to any or all theatres throughout China Consequent ly within the"
"58","1319877986","19230728",1923,"The China Weekly Review","Feature, Article","Men and Events","ity of apologizing to the editors of Our World for the over-sight Dr Frank Crane an American journalist who is on tour of the Orient arrived in Shanghai this week from Peking and Nanking Dr Crane the Rotary Club on Thursday taking as his subject The Rise of the Modern Business Man Dr Crane has world wide re as writer and speaker He is accompanied by Mrs Crane his daughter Mrs Daphne Drake and nephew Henry Cr"
"59","1319878252","19210806",1921,"The China Weekly Review","Editorial, Commentary","Editorial Article 6 -- No Title","MR HANS BERENTS engineer had some things to say to the Rotary Club of Shanghai the other day His address was upon the possibilities of the application of intelligence to the development of Shanghai Mr Bland has told us that we can learn something about the League of"
"60","1319879682","19271105",1927,"The China Weekly Review","Feature, Article","Flurry In British-American Tobacco Shares in London","to an executive post Since returning to China Mr Lam has been engaged in the construction business his firm having erected numerous office buildings bridges etc He is an active member of the Shanghai Rotary Club Ame rican University Club and other organizations Junk Used American Flag for Sails On recent trip of the Parrott from Nanking to Shanghai the officers observed the unusual spectacle of Chinese junk"
"61","1319880264","19210312",1921,"The China Weekly Review","Feature, Article","Men and Events","anufacturing Com pany Pittsburgh Pa and Keeler head of the Whitin Machine Company of Whitinsville Mas- sachusetts one of the largest manufacturers of cotton textile machinery in America addressed the Rotary Club at its regular meeting at the Astor House on Thursday March 10. Mr Osborne and Mr Keeler are in the East to survey conditions in connection with their business The industries named are represented in"
"62","1319880343","19271119",1927,"The China Weekly Review","Feature, Article","The Statesmanship We Deserve","The Statesmanship We Deserve                 Edward Price Bell journalist known for his work in the foreign news of the Chicago Daily -News said something recently to the Rotary Club of Chicago which is of interest to Rotarians everywhere The Rotary spirit he said by whatever name you may call it is the spirit of civilization the spirit ot culture the spirit of charity the spirit"
"63","1319880345","19271119",1927,"The China Weekly Review","Feature, Article","Men and Events","men's Club Shanghai November 15. Mrs Wu after having been detained by the Tientsin authorities returned to Shanghai from the north by steamer November 16. Admiral Tyrwhitt spoke at the meeting of the Rotary Club at the Astor House November 17, during the course of father and son tiffin Dr New well known Chinese physician and surgeon accompanied by Mrs New has returned to Shanghai after trip around the world"
"64","1319881784","19210409",1921,"The China Weekly Review","Feature, Article","Men and Events","ed States army in the Philippines Funeral services will be held at the Bubbling Well cemetery on Sunday April 10, and will be in charge of the Scottish Rite Masonic body The board of directors of the Rotary Club Shanghai was for the ensuing year at their regular meeting on Thursday March 31. Those elected to serve are as follows Doremus of the Dupont Company Tong of the Shanghai Commercial and Savings Bank D"
"65","1319881923","19210416",1921,"The China Weekly Review","Feature, Article","Men and Events","f the Club at the home of Mrs James MacBeth 170 Bubbling Well Road Shanghai on Tuesday afternoon April 12. The new officer of the club were also guests of honor The appointment of the officers of the Rotary Club of Shanghai were read at the last meeting of the club at the Astor House Thursday April 7. Those who will are Norman of the China Press president McCarthy of the Admiral Line vice- president Tong of"
"66","1319882138","19220506",1922,"The China Weekly Review","Feature, Article","A Christian Viewpoint on China's Labor Problem","to be as vigorously progressive as any group in China Industrial leaders in China have expressed their desire to do something toward remedying the evils of modern industrial development in China the Rotary Club of Shanghai has expressed the general interest of the foreign communities of China in the same subject Now we have this report of the committee of the National Christian Conference It is possible tha"
