"","DocId","Date","Title","Source","Text","year","nchar"
"76","SPSP192804181501","19280418","本埠新聞二小達子接到恐嚇信　欵貯大英牌烟盒外書天地元黄四字　倘不肯如期送去與常春恒同一對付　東嘉興路橋相候丹陽人王阿發成擒漢口路大舞臺伶人小達子","shunpao","四十五號銀行週報一册又承中書局惠贈文字精華一册書此併謝來函逕啟者得閲夏歷閏二月初九日貴報第四張内載［扶輪社舉行新職員選舉大會］新聞一段内稱先施公司副經理歐偉國爲新董事一節歐君實爲敝公司滬行英文秘書并非副經理",1928,103
"77","SPSP192806151409","19280615","扶輪社歡讌友社及報界代表","shunpao","本埠扶輪社、於昨日午刻、柬邀本埠各會社及報界之代表、歡讌於禮查飯店、計各社之派遣代表參與盛會者有英國總會·美國 ·上海俄文報·上海大晚報等、中國報紙代表之到會書、有時事新報主筆·新聞報·及本館錢伯涵等、是日主席爲扶輪社社長爲登君、席半由馬登君起立致辭、報告會務、並對於來賓致歡迎詞、後由勃烈敦君叙述扶輪社已往之歷史、勃 等、是日主席爲扶輪社社長爲登君、席半由馬登君起立致辭、報告會務、並對於來賓致歡迎詞、後由勃烈敦君叙述扶輪社已往之歷史、勃君叙述甚詳、略謂扶輪社於一九零五年、爲美國芝加哥城海禮士君所創設、海君爲一執律師業之長 由馬登君起立致辭、報告會務、並對於來賓致歡迎詞、後由勃烈敦君叙述扶輪社已往之歷史、勃君叙述甚詳、略謂扶輪社於一九零五年、爲美國芝加哥城海禮士君所創設、海君爲一執律師業之長者、感於獨處之寂寥、乃柬邀二友、結爲 邀二友、結爲一社、首次集會即於是年二月二十三日舉行於海禮士之家、此後每週集會、即由此三人輪値其事、此扶輪社命名之由來也、後該城人士、踴躍參加、於是芝加哥城之第一社告成、三年以後、舊金山之第二社成立、嗣後逐漸 社告成、三年以後、舊金山之第二社成立、嗣後逐漸推廣、全球聞風興起、至一九一零年始於國外設立分會、上海扶輪社成立於一九一九年之七月、若以次第計之　已爲第五百四十五社、該社社員資格之最要者、爲在各事業中確居領袖 扶輪社歡讌友社及報界代表",1928,588
"78","SPSP192806221501","19280622","本埠新聞二今日端陽佳節機關休息今日爲端陽節又即夏節華界各公署均停止辦公一天上海地方法院亦循例停讞一日公共租界臨時法院循例停止辦公一天舉凡民刑各案一概停審上海總商會因今日","shunpao","如自願攝製亦可請國貨運動大會代辦他若工廠之已有影片製就者均可送至該會備屆時開映開演汽車進步史影片上海扶輪社循循例於星期四正午在禮查飯店開會昨日到中西會員及來賓約百餘人餐畢由馬登社長介紹美國全國汽車商會海外代",1928,103
"79","SPSP192806221513","19280622","扶輪社開會紀","shunpao","扶輪社開會紀",1928,6
"80","SPSP192807061501","19280706","本埠新聞二跑馬總會購進怡和房子","shunpao","準、（四）各隊徵求社員、均由徵求人出立臨時收據、　　題目中國報業進化史　　議决將演辭刊單行本　　本埠扶輪社、係仿世界各處扶輪社組織而成、凡中西人士、苟非資深望重在各業中有所建樹、殊難爲入幕之賓、因該社以大公 員、均由徵求人出立臨時收據、　　題目中國報業進化史　　議决將演辭刊單行本　　本埠扶輪社、係仿世界各處扶輪社組織而成、凡中西人士、苟非資深望重在各業中有所建樹、殊難爲入幕之賓、因該社以大公無私與利人即利己爲宗",1928,207
"81","SPSP192807061509","19280706","汪英賓昨在扶輪社演講","shunpao","博引、述歷期經過情形、如數家珍、講畢聽者稱賞之餘、當由普益地産公司經理白雷敦君提議、將汪君演說辭、由扶輪社發刊單行本、以供同好、經全體會員通過、時巳二時、遂即散會、 汪英賓昨在扶輪社演講",1928,93
"82","SPSP192807131501","19280713","本埠新聞二法租界今晚舉行提燈會　　慶祝共國民主紀念　　明日十四號、爲法國民主紀念日、本埠法租界法總領事、在工部局各捕房各商店及各洋商等、均各懸旗掛燈慶祝外、定於今晚","shunpao","彌覺可嘆、或爲係一種小騙局、希冀博人垂憐、投以財物、亦未可知、（社會通訊社）　　昨日星期四下午半時、扶輪社復在禮查飯店開會、到者約百人、由鄺富灼博士主席、是日完全吃中國菜、開該社之新紀元、餐畢、主席介紹燕京",1928,103
"83","SPSP192807131506","19280713","扶輪社昨日之宴會","shunpao","扶輪社昨日之宴會",1928,8
"84","SPSP192808241512","19280824","扶輪社昨日舉行金山節目","shunpao","報吿美國近十五年內由上海輸入中國鮮菓之統計本埠扶輪社、每値星期四、循例集會一次、定有特別節目、以娛社員及來賓、昨日、該社在禮查飯店舉行金山節目、除社員外 扶輪社昨日舉行金山節目",1928,88
"85","SPSP192809281107","19280928","本埠","shunpao","·張訓方等（甲）報告案件、　中華國貨展覽會　備會來函、請本會宣傳並別行指定一日舉行　徐子成報告、參加扶輪社年宴情形　總務部主任報告、聘請江國基君擔任庶務科員、　敎練部主任報告、調查商工社會童子軍團經過情形、",1928,103
"86","SPSP192810020903","19281002","太平洋扶輪社在東京開會","shunpao","路透社一日東京電　太平洋扶輪社大會、在此集議三日、由日本社員爲東道主、中美及太平洋濱各地所來之代表、共約一百五十人、演說者均以太平 一百五十人、演說者均以太平洋各民族當互相接近、以期增進友交爲言、除集議會務外、且將有大宴會數次、國際扶輪社社長蘇頓、亦爲來賓之一、 太平洋扶輪社在東京開會",1928,143
"87","SPSP192810021501","19281002","本埠新聞二今日槍決綁匪　　臨時法院有判决死刑之綁匪、現已奉省政府核准、執行槍抉、法院奉到電文後、定於今日","shunpao","午八時舉行、目下女童子軍·上海童子軍·美國童子軍·中華童子軍協會·日本量子軍協會·德國童子軍協會·及扶輪社職員、均已加入、希望量子軍之父母、皆能破此一夕暇、興彼盡力訓練其見女奢謀一堂之歡叙、餐費一元五角、當",1928,103
"88","SPSP192810131511","19281013","檀香山扶輪會代表團到滬","shunpao","日抵滬、若輩此來、係代表檀香山旅行局商會及檀香山扶輪社三團體、其主要目的、在圖得遠東各埠旅館與輪船公司之合作、從事於增加太平洋旅客之運、其留滬期預定五日、 體、其主要目的、在圖得遠東各埠旅館與輪船公司之合作、從事於增加太平洋旅客之運、其留滬期預定五日、本埠扶輪社、定下星期一設宴歡迎、",1928,142
"89","SPSP192810141212","19281014","國際童子軍聯歡會補紀","shunpao","假座跑馬聰西人靑年會華行第一次聯款大會、到各國童子軍界人物及扶輪社社員等共八十餘人、中國方面出席者、爲上海特別市童子軍協會計到敎練徐子成汪舜孝朱諸律唐克中管峻馬幼鐮王 主席西童子軍總敎練密　頓致開會辭、且謂今日有數事足誌紀念、　三日來吾中童子軍社軍會服務郵局傳　信件扶輪社素以服務社會名於世規模宏大分社遍大下、而上海之扶輪社、尤注意產子軍事業之發展、吾人得此良友更當慶幸 紀念、　三日來吾中童子軍社軍會服務郵局傳　信件　扶輪社素以服務社會名於世規模宏大分社遍大下、而上海之扶輪社、尤注意產子軍事業之發展、吾人得此良友更當慶幸　此次中國方面出席人數、突破歷來紀錄、足證中外邦交日臻 子軍事業之發展、吾人得此良友更當慶幸　此次中國方面出席人數、突破歷來紀錄、足證中外邦交日臻親密、繼由扶輪社及中國代表致答辭、席間以扶輪社之歌集、最足助興、席終舉火、節目有　猶太除之鋼琴合奏、　日本童子軍之比 當慶幸　此次中國方面出席人數、突破歷來紀錄、足證中外邦交日臻親密、繼由扶輪社及中國代表致答辭、席間以扶輪社之歌集、最足助興、席終舉火、節目有　猶太除之鋼琴合奏、　日本童子軍之比武、　中國童子軍之馬來舞、　德",1928,497
"90","SPSP192810171501","19281017","本埠新聞二飛機今晚離滬","shunpao","派出席太平洋扶輪大會代表團、赴日開會後、亦已於昨日（十五日乘上海九抵滬、當晚即偕同檀香山代表團赴本埠扶輪社之歡迎宴、聞澳代表團作滬游數日後、即將乘輪返國、檀香山代表團則有一部份於今日赴北平游歷、餘衆將於星期",1928,103
"91","SPSP192811091505","19281109","紀扶輪社昨日之聚餐會","shunpao","上海扶輪社、昨午在利查飯店開星期聚餐會、會員到者育七十餘人、聚餐後有檀香山扶輪社代表卡爾斯米君之演說、題為扶輪 上海扶輪社、昨午在利查飯店開星期聚餐會、會員到者育七十餘人、聚餐後有檀香山扶輪社代表卡爾斯米君之演說、題為扶輪社第六宗旨、查該社第六宗旨、為「各社員以商界職業之服務精神、增進國際親 輪社、昨午在利查飯店開星期聚餐會、會員到者育七十餘人、聚餐後有檀香山扶輪社代表卡爾斯米君之演說、題為扶輪社第六宗旨、查該社第六宗旨、為「各社員以商界職業之服務精神、增進國際親善好感及和平、」卡君術贊此次上海 宗旨、為「各社員以商界職業之服務精神、增進國際親善好感及和平、」卡君術贊此次上海社派往日本參與本平洋扶輪社會義之出席代表、蓋彼等在會議中、能以平晶經騐於席間對答遠東各種國際問題、如種族及殖民等問題、而使羣衆 彼等在會議中、能以平晶經騐於席間對答遠東各種國際問題、如種族及殖民等問題、而使羣衆得明瞭之解釋、稪謂扶輪社之組織、幾徧天下、為世界商界瑪助之唯一機關、當其旅行各國時、各地扶輪社社員不問國籍、皆善為招待、且往 題、而使羣衆得明瞭之解釋、稪謂扶輪社之組織、幾徧天下、為世界商界瑪助之唯一機關、當其旅行各國時、各地扶輪社社員不問國籍、皆善為招待、且往往於親切之談話中、得悉各種商業新法、其有曾使於社會、於此可見云、卡君演 紀扶輪社昨日之聚餐會",1928,573
"92","SPSP192811231501","19281123","本埠新聞二扶輪社慶祝本報二萬號","shunpao","本埠扶輪社、昨日在禮查飯店、舉行聚餐會、由社長馬登君主席、席間宣佈以該社秘書愼昌洋行機器部主任斐立歐君、不日離 君、當即宣佈代表該社全體、恭賀申報二萬號之發行、並囑本報汪英賓君轉致該社之賀忱、於本報當局云云、再則扶輪社每届耶穌聖誕節、例有醵資充爲各種善舉之用、該社社員共七十人、已集資六百元、本報汪君英賓代表本報、特加 本埠新聞二扶輪社慶祝本報二萬號",1928,175
"93","SPSP192812021509","19281202","○骨科醫院之設備","shunpao","扶輪社昨在該院聚養　　上海扶輪社、於昨日午時、在豐林橋骨科醫院聚餐、赴席者中西男女共百餘人、席終由該醫院院 扶輪社昨在該院聚養　　上海扶輪社、於昨日午時、在豐林橋骨科醫院聚餐、赴席者中西男女共百餘人、席終由該醫院院長牛惠生醫師、報告骨科醫院 三十餘間、已有病人五十名、病房分頭二普通三等、並備有小孩病房可容一百二十人之床位、院中董事四十五人、扶輪社社員、如夏鵬·鄺富灼·韓玉林·歐偉國·劉鴻生·等均係董事·護病護士十餘人、均會受優等訓練者、至鐘鳴三",1928,224
"94","SPSP192812091401","19281209","○中華國貨展覽會三八　　昨爲國貨展覽會招待扶輪學社之期、又值星期六休假、故雖逢天雨、參觀者仍形擁擠、計到吳稚暉·楊杏佛·蔣夢　·吳鐵城夫人·陳止瀾夫人·滬江大學·光華大學·曁南大學·滬江附中·法大附中·吳淞小學·扶輪社員孫鄂藻·歐偉國·李元信·任稷生·郭寶樹·潘經芳·李秀泉·及西籍社員六十餘人、駐滬法領事、曁新由倫敦來滬之英商數人、亦冒雨蒞止、均由工商部孔部長·主席委員趙晉卿·許秘書·交際主任陳荊生·王家驤·朱成厚·舒　楨等、殷勤招待、餉以茶點、導往各陳列室參觀、并分贈五卅國貨社扶輪社員眷屬精美紙傘各一把、紀念章各一枚、各社員無不稱謝、滿意而去、吳稚暉·蔣夢麐·楊杏佛三君、自下午二時到會後、分頭至上下三層各陳列室、詳細參觀、至四小時之久、至六時許、始行離會、吳君臨行、謂尚有各室、未及細觀、當俟下次再來補看、吳君之遇事認眞、逈與時流之走馬看花虛應故事者有別云、茲將各項消息、彙誌如次、　　新疆出品摘要　新疆出品到會消息、業誌利報、茲悉該項出品共爲四十四件、巳於昨日分別陳列東院各分類陳列室、其中精品、皮類有猞猁獺熊等皮張、爲哈密伊犂·阿爾泰·等處出品、藥材有塔城出品之羚羊角·古城子之貝母·焉耆之鹿茸·阿爾泰之麝香等、玉類有和闐之珊瑚·羊脂玉鐲·磜子·玉璞·及玉印等、玉璞玉印、爲無價之寶、尤爲名貴、工業品、有洛浦之五彩水禽毛毯·塔城之五彩紅地絲毯·五彩花毛毯·迪化之芝蔴雕羽扇·素白雕羽扇等、蔬果有土魯番之葡萄·焉耆之蔴菇等、均爲上海希見之物、此次遠道參加、以飽滬上人士之眼福、實難得之良機也、　　七機關担任會場軍樂　今後之會塲軍樂隊、係由會中特請由海軍司令部·上海特別市公安局·貧兒院·普益習藝所·惠兒院·孤兒院·棲流所·等七機關、輪流担任義務各五天、每日換奏新曲、以娛來賓、開幕日並有淞滬警備司令部樂隊參加、惟至本月五日、已經輪流完畢、該會後發起續請貧兒院·普益習藝所·惠兒院·孤兒院·棲流所等五機關團體、賡續担任、至該會閉幕之日爲止、而舉行閉幕禮時、仍須商請警備司令部海軍總司令部公安局三機關軍樂隊、會同奏樂、以誌盛典云、　　昨日特種長期券抽籤贈品之種類　特等、孔雀領帶公司禮券、一、天津綢緞局禮券、二、培德領帶、三、中華書局凹版總理遣像、四、家庭工業社酒牌信箋信封利用箋、五、森林藤柳器廠手杖、六、捲烟九包並送捲烟月刋一冊、七、第一針織廠線襪、八、國貨紀念特刋展覽會出版、九、無敵牌西冷油、十、商務印書館總理六言行書、　　蔣公使添購湘繡　新任駐德國公使蔣作賓氏、前次由京到滬、即在中美一湘繡莊、購備湘繡多種、以作赴德贈友之用、後因改期本月十一號出發、故昨又購本會二樓藝術品部中美一陳列之大醒獅橫披一張、走獸斗方四張、聞係帶往德國陳設使館客室、藉以表示現代中華如雄獅猛醒、精神奮發之意云、　　今日游藝節目","shunpao","楊杏佛·蔣夢　·吳鐵城夫人·陳止瀾夫人·滬江大學·光華大學·曁南大學·滬江附中·法大附中·吳淞小學·扶輪社員孫鄂藻·歐偉國·李元信·任稷生·郭寶樹·潘經芳·李秀泉·及西籍社員六十餘人、駐滬法領事、曁新由倫敦 書·交際主任陳荊生·王家驤·朱成厚·舒　楨等、殷勤招待、餉以茶點、導往各陳列室參觀、并分贈五卅國貨社扶輪社員眷屬精美紙傘各一把、紀念章各一枚、各社員無不稱謝、滿意而去、吳稚暉·蔣夢麐·楊杏佛三君、自下午二時",1928,207
"95","SPSP192812141301","19281214","本埠新聞王正廷昨晨來滬即夜返京　　英公使同來同去　　外交部長王正廷氏、因應英總商會之宴召、於昨晨七時、由亦抵滬、英氏使藍溥森爵士亦同來、抵滬後、即返寓所、上午十時、至善鐘路辦事處辦公、午後偕夫人在卡爾登觀影片、晚赴英總商會宴、席次、發表演說、大意述中英應親善之理由、讌後即於昨晚夜快車返京、英公使仍偕行、本報記者昨日午後曾往謁王部長於辦事處、聞適赴英總商會讌、即立作簡單談話如次、","shunpao","、請裁酌施行等情、除電復外、相應抄附去電、函達貴委員會查照、並希於運到後、妥為點收展覽可也、　　上海扶輪社至函道謝　上海扶輪社為各國旅滬學者共同組織之重要團體、本月初旬、曾至該會參觀、昨日該會主席委員趙晉卿 電復外、相應抄附去電、函達貴委員會查照、並希於運到後、妥為點收展覽可也、　　上海扶輪社至函道謝　上海扶輪社為各國旅滬學者共同組織之重要團體、本月初旬、曾至該會參觀、昨日該會主席委員趙晉卿、接到該社來函、略謂",1928,207
"96","SPSP192812141601","19281214","張玉麟追蛋會定期舉行　　前國民政府無綫電製造廠工程師張玉麟氏、業於陽歷十月十二日逝世、各界感咸以張君生前、製造各式短波無綫電機、對於近年中國無綫電事業之發展、頗具功績、月悲張君之英年夭歿、賢哲淪亡、爰由王崇植.俞汝鑫、徐恩曾.周明誠.奚世英.黃文建.盧宗　.張啟華.徐樂.范鳳源等發起開追悼大會、撰定地點、為上海徐家匯交通大學文治堂、而日期則决定為陽歷十二月三十日星期日下午二時舉行、各處輓聯可逕寄交通大學內無綫電製造廠兩路同人贍養儲金會新委員揭曉　　滬寗滬杭甬兩路、自民國十四年間、北京交通部核准、創辦贍養儲金、由兩路同人、每月薪金內、扣存百分之幾、一面組織儲金委員會、由全路員役、推選委員五人保管、此項存欵、以二年為期、本年份委員任期屆滿、投票重選、現已揭曉、聞得票最多者、羅泮輝君二千一百十二票、孫嘉祿君二千零八十七票、陳永箴君一千九百九十三票、洋員克禮阿君一千九百四十一票、芬慈君一千四百十一票、均當選為委員、委員長一席、照章由管理司司長兼領兩路事務蔡增基君兼領、會計委員一席、仍由賬務總管　克司德兼充云、市訓練部第一次部務會議　　上海特別市黨部訓練部、昨日","shunpao","運來滬、俾資接濟、不勝急迫待命之至、謹呈上海特別市政府社會局局長潘鈞鑒、仁穀公所委員主席葉增銘謹上、扶輪社熱心公益之一斑　　昨日（星期四）本埠扶輪社、循例假禮查飯店舉行星期聚　會　席間對於該社所興辦公益事業 海特別市政府社會局局長潘鈞鑒、仁穀公所委員主席葉增銘謹上、扶輪社熱心公益之一斑　　昨日（星期四）本埠扶輪社、循例假禮查飯店舉行星期聚　會　席間對於該社所興辦公益事業、頗多討論、華爾夫君（Mr.S.W.Wol",1928,207
"97","SPSP192901121101","19290112","地方通信二常州　　北鄉保衛團　械　　　江蘇省　　　及省委　復　來常查辦北鄉慘案、　將　遵循總保衛處及江　工　鄉保衛團槍械　到、對　　槍械八枝、丁　　槍三十餘枝予提機關槍刑架、盒子砲兩枝、手槍兩枝、分别送交武進縣政　保管、尙有江陰桃花　石莊保衛團、預得繳械消息、一股團丁、　避一空、該邑公安局長張品泉、即於十日來常、向省委及朱縣長接洽常澄聯防事宜、旋經朱縣長商請省警察隊、派警一排、携帶軍裝槍械、於當晚閱赴龍虎塘駐防、以維治安、　　省委來常檢閱警察　民政廳整理警察委員陶鶴書、於前日來常、檢閱公安分局内部狀况、十日檢閱城區各分局及警察隊木　槍隊、十一日上午、至戚墅堰東横林奔牛各分局校檢、南通　　江北分區剿匪　江北剿匪司令方鼎英、爲剿防匪類利便起見、分區辦理·南通·海門·如臯·啟東·江都·高郵·六合·儀微·東台·靖江·泰縣·泰興·屬第二分區、區長委定十師三十旅五十九團團長何浩若、　　檢閱通常水上公安隊　民政廳委員周鼎來通檢閱水上公安隊在天生　舉行、十日周委員偕陳鑫等、乘平陽艦、赴常熟福山、檢閱第十八隊第四分隊、　　全縣公安經費籌集辦法　南通縣政府、於十日召集全縣行政人員、就市政局開會、討論統籌全縣公安經費案、議决每年警費、二十六萬元、二成以原有之工廠實業公司及商捐抵充、餘七成按畝徵收警察捐、北餘原有各項苛細捐欵、一律停收、原有縣費每月一千二百六十元、移作各市鄉自治經費、或暫作爲添購槍械之用、　　呂四海盜猖獗情形　南通呂四場洋面、有小黑少股匪盤踞、十日縣政府據呂四行政局呈報、匪船現已移泊彭家灶海口、並登陸遊行、匪首潘　渠、日前續絃、在二甲鎭一帶、振濟貧民、每人給洋一二元不等、行動肆無忌憚、施縣長已據情轉報江决剿匪司令部核辦、鎭江　　縣署委員來鎭　財政部鹽務署部署長、爲整頓各地鹽政起見、特委派駐常州緝私第八大隊馬視察員智廣、於昨日下午來鎭、今日由駐鎭第五中隊長王大源·第八大隊特務員陸瑞·隨同至第五中隊所轄水陸各汛船卡、詳細巡視後、又至諫壁鎭視察、　　設處籌備市政　鎭埠各界人士、因鎭江定爲省會、新市政之設施、亟待進行、擬另設一市政籌備處、即以市行政局全部與公安局一部、合併改組、並請沈縣長兼任正主任、副主任則將屬諸市政局長、現已呈由省府方面批准、不日即可成立、　　鎭揚汽車公司近况　鎭揚汽車公司、前兩年因軍事關係營業不振、去秋車房、又遭回祿全部汽車被焚、業務更一落千丈、幸董事會方面、不因此灰心、重行購車繼續營業、本年營業、漸次恢復、近又在滬添購小車兩輛、大車四輛、以資擴充、　　興建南馬路菜場　鎭江市行政局、日前召集各界開市政談話會、對於菜場問題、决定就城内外繁盛區域、設立五所、現南馬路菜場、因得商會經濟上之補助將首先興建、現由該局估計工程、日内即可興工、揚州　　訂期議劃自治區域　江都縣境、計共五十市鄉、自辦理選舉及城市鄉行政局、均劃爲十區、現陳縣長南軒、以闪繁後簡、特遵奉民庭另行劃分、以期準確之廳令、訂於二十日下午二時、召集各市郛耆董、至本政府、開會集議、特先期分函各該耆董、着繪具現有各該市鄉現有區域之草圖、連同户口方男昆連之市鄉形勢造册携縣、以　參考、　　運委會查啟　鹽務進運使張家瑞、因啟　縣路電工程處主任施培滋等、前呈到司請設啟東場知事一案、業經批候核辦、現奉鹽務署令、云奉　部交辦該主任等、呈報啟東設治及鹽務歷史、請求設場、撥隸淮南、照通海同一辦理等情一案、除由署派員調查、着即派員會查該縣、每年銷鹽若干、及鹽灘鹽灶每年能産若干、現産若干此項鹽場警倉厫、及管理機關如何規劃、如場産不足能否照投標原案辦理分别妥議具覆、昨","shunpao","」略謂鄙人前留學貴國時、返顧國内婦女生活狀况、殊無進展之可言、蓋尙在靜止狀態之中也、一年前鄙人在上海扶輪社演說時、猶作如是觀、但二年内之進步不特出乎敝國人士意料之外、抑亦世界各國所不料者也、就政治狀况言之自",1929,103
"98","SPSP192901291901","19290129","自由談記天津中西服裝賽艶會  履霜轟動津沽之萬國服装大會。係萬國扶輪社爲防盲學校籌募基金發起。業於本月十七夕。在英中街利順德飯店舉行。到會人數。踴躍異常。丁字沽前。幾若舉國皆狂。是夕蒞會中西士女一種懽樂之情。與夫熱心善舉之意。流露欵洽。各盡其致。空前盛舉。氣象萬千。茲將節目與會場狀况。略述其梗槪焉。　　會場花絮多奇趣利順德飯廳。而積絕廣能容納千餘人。屋際滿佈各色燈景鮮花。光　燦爛。鮮耀奪目。西北隅搭一臨時戲臺四周圍置籐椅。藉備女賓勞趾。小事休息。復有扶輪轉盤。擲球處。均贈彩引人興趣更有妙齡西女十數人。繞場分售鮮花氣球等物品。售資槪歸義舉。故人皆樂購之。並有一埃及婦人。特設命相處。觀人掌紋。能斷休咎所言輙中。問津者趾踵相繼。生涯獨盛其餘臨時出售飮料各物品處。皆屬極精美之品。大有供求不應之勢云。　　音樂悠揚節奏新會場門之南端。有音樂師八名。斷續奏演。此爲第十五師音樂隊。久已著名全埠。是夕特盡義務。節奏齊新至各國表演服裝時所奏之專門音樂。均係自備。其跳舞時之音樂則聘請美國第十五運軍之音樂隊。和音悅耳。頗爲斯會生色不少。　　窮態極妍齊表演時裝賽艶。各盡鈎心鬥角之智能。追逐舞場。圖爭雄長。每隔半小時。即由來賓跳舞一次。其表演秩序㈠日本服裝。日本表演古裝爲九世紀。表演者太加崎女士。十一世紀。表演者尤加母藤夫人。十四世紀。表演者太加崎女士。十六世紀。表演者客夏哈拉夫人。廿世紀。表演者太加珠女士。日本舞蹈希加殊夫人。日本歌太加崎君。凡裝束舞蹈唱歌。均極可觀。日本服裝。帶有古風。與中國古裝之長裙大袖。略有相似處。㈡德國服裝。組織共分三節。第一爲「收穫節」表演一種農民風氣。由德義洋行德人包羅飾田主。羽帽革衣。均有紅綠飄帶。並有大傘一具爲前導殊覺奇趣。此種裝束。聞在千年以前者。次爲「拍節舞」末場爲「旗舞」。用丈餘之大旗在場揮舞。飜飛不已。駐津德領事培次博士亦參加表演云。㈢中國服裝。分唐宋元明清及民國歷代爲秩序。由張賚卿夫人。關菁麟夫人。鍾小垣夫人。胡光鹿夫人。鄺培齡夫人。林叔暉夫人。及梁蕪卿先生之十一十二十三女公子。蔡述堂先生之第一第三女公子。鄺榮光先生之第五女公子。張公撝先生之長次二女公子。及王女士等。分別擔任。統觀古裝中以胡光鹿夫人之紅樓夢服裝爲最美。張美玉女士之新娘時裝爲最艶。）見所刋攝影中","shunpao","第六兩女公子）在台首指揮照料。此次一切計畫。均由梁夫人獨出心裁。主持一切。故成績極形美滿也。　　天津扶輪社舉辦之　　婦女服裝跳舞大會　　畹昨接不署名者寄來之連鎖幸福信按此　爲西八祈福之一法。以一人任意書吉祥 自由談記天津中西服裝賽艶會  履霜轟動津沽之萬國服装大會。係萬國扶輪社爲防盲學校籌募基金發起。業於本月十七夕。在英中街利順德飯店舉行。到會人數。踴躍異常。丁字沽前。幾若舉",1929,189
"99","SPSP192902151513","19290215","扶輪社昨午聚餐會","shunpao","昨日中午、上海扶輪社、在利查飯店、舉行星期聚餐會、會員八十餘人外、并有國際聯盟秘書愛文諾及羅馬扶輪社代表等十餘人列席、席 昨日中午、上海扶輪社、在利查飯店、舉行星期聚餐會、會員八十餘人外、并有國際聯盟秘書愛文諾及羅馬扶輪社代表等十餘人列席、席間賓主暢談聯盟會在國際上之勢力、愛文諾侃侃而談、在座諸君、無不欽佩致敬云、 扶輪社昨午聚餐會",1929,167
"100","SPSP192903241601","19290324","荷領越權問題昨訊　　▲休息室談判未决　　▲重要案移庭審理　　▲不合作只對荷領　　▲罷工說如何成立　　荷領范敦堡越權問题、經臨時法院何世楨院長向領袖　　領事提出條件後、領團迄無答復、昨晨第十法庭、","shunpao","入共黨　　▲聲明餘人非共黨　　湖南著名共黨王惠卿、已在山東濟南就逮、伊妻張以森、　　字林報云、星期四扶輪社假座禮查飯店舉行常會時、國府財政設計委員克墨爾博士演說、略謂渠曾應十國之聘、備財政顧問、有數月內、則",1929,103
"101","SPSP192903241611","19290324","國府財政顧問　克墨爾談設計規劃","shunpao","▲在扶輪社席間之演說",1929,10
"102","SPSP192906131501","19290613","本埠新聞二麥根路車站小工與警士起釁","shunpao","、則居於附近之人恐遭不測、故决議倒之、新桿將於七月四日美國獨立紀念節前樹立、惟視舊桿稍短云、　　上海扶輪社上星期四午間曾在禮查飯店舉行聚餐、會長博斯主席、首稱述該社員現任本埠衛生局長之增進公共發生計劃、譽爲 任本埠衛生局長之增進公共發生計劃、譽爲邦國之光、嗣乃宣讀該社八組委員會去年會務報告、最後主席又稱天津扶輪社來函、提議中國境内各扶輪社今秋在滬舉行聯合會、並組織和平宣傳運動一節、業已商諸名譽推廣委員盧氏、盧氏 生計劃、譽爲邦國之光、嗣乃宣讀該社八組委員會去年會務報告、最後主席又稱天津扶輪社來函、提議中國境内各扶輪社今秋在滬舉行聯合會、並組織和平宣傳運動一節、業已商諸名譽推廣委員盧氏、盧氏主張一面推舉委員會辦理此事",1929,311
"103","SPSP192906131512","19290613","扶輪社今午聚餐","shunpao","扶輪社今午聚餐",1929,7
"104","SPSP192906201601","19290620","吳淞之捉蛇人","shunpao","在西市寳大木行等處捕獲數十條、尚有市政委員辦事處後面有一茶碗大之大毒蛇一條、俟明日到淞捕捉、　　上海扶輪社將於今日十二時半在禮查飯店舉行聚餐會、並請社友胡鴻基演說大上海之衞生問題、胡君主持本市衞生局務、成績",1929,103
"105","SPSP192906201602","19290620","扶輪社今午舉行聚餐會","shunpao","扶輪社今午舉行聚餐會",1929,10
"106","SPSP192907111513","19290711","扶輪社社務之進展","shunpao","上海扶輪社自成立迄今、巳屆十載、以社員之熱心會務、蒸蒸日上、據去年度報告、又增新社員十八人、目下巳有八十三人、 、據去年度報告、又增新社員十八人、目下巳有八十三人、去年除兩次派代表出席美國岷尼亞泊里斯及日本東京之扶輪社國際大會外、復增設國際社務委員會、常與英·美·及澳洲·歐洲·等處互通聲氣、蓋目下世界各地、遍設該社、 扶輪社社務之進展",1929,168
"107","SPSP192907251401","19290725","中英寗案連日會議情形","shunpao","筋簡單、頗有不安趨向、經黨部派員多方曉諭、始知受反動份子利用、即於二十三日起、一律照常工作、　　上海扶輪社上星期四在麗查飯店舉行聚餐會時、曾有會員金氏演説、中國沿海航業略謂、中國海岸線之長、在四千五百至五千",1929,103
"108","SPSP192907251415","19290725","扶輪社演講中國沿海航業","shunpao","扶輪社演講中國沿海航業",1929,11
"109","SPSP192908081507","19290808","扶輪社今午聚餐會","shunpao","上海扶輪社定於今午十二時三十分、在禮查飯店舉行聚餐會、並請滬蓉航空線駕駛員亨特森上尉演說航空事業之發展、諒必有 扶輪社今午聚餐會",1929,64
"110","SPSP192908211508","19290821","扶輪社席上之有聲電影談","shunpao","上海扶輪社上星期四、在禮查飯店舉行聚餐會時、曾請福克斯有聲電影之遠東主任雷拔士與美國西方電氣公司之阿蘭史寗斯兩 扶輪社席上之有聲電影談",1929,67
