"","DocId","Source","Title","Text","text.seg","nchar","ntoken","Date","year","decade","period"
"29","SPSP192311051801","shunpao","電學上之新發明","會五日下午一時三馬路慕爾堂法統維持會等追悼尙鎭　君之會七日天后宮總商會水利協會　查會　八日午聯華總會扶輪社常會八日白克路永年里福利沙田公司股東會八日晚七時半四川路青年會英語研究會交誼會十日大東門普益社滬南東","會 五日 下午 一時 三 馬路 慕爾堂 法統 維持會 等 追悼 尙 鎭 　 君 之 會 七日 天后 宮 總商會 水利 協會 　 查 會 　 八日 午 聯華 總會 扶輪社 常會 八日 白克路 永年 里 福利 沙田 公司 股東會 八日 晚 七時 半 四川 路 青年會 英語 研究會 交誼會 十日 大 東門 普益 社滬南東",103,63,"19231105",1923,"1920","1919-1929"
"30","SPSP192311071828","shunpao","集會表","開能逹洋行　　開幕禮八日　　　　　白克路永年里　　福利沙田公司　　股東會八日　　　　　　華總會扶輪社常會八日晚七時半　四川路青年會　　英語研究會　　交誼會十日　　　　　大東門普　社　　滬南東區商聯","開能 逹 洋行 　 　 開幕禮 八日 　 　 　 　 　 白 克 路 永年 里 　 　 福利 沙田 公司 　 　 股東會 八日 　 　 　 　 　 　 華 總會 扶輪社 常會 八日 晚 七時 半 　 四川 路 青年會 　 　 英語 研究會 　 　 交誼會 十日 　 　 　 　 　 大 東門 普 　 社 　 　 滬 南 東區 商聯",98,42,"19231107",1923,"1920","1919-1929"
"31","SPSP192311081820","shunpao","集會表","開能逹洋行　　開幕禮八日　　　白克路永年里　　　福利沙田公司　　股東會八日午　　聯華　會扶輪社常會八日至廿五　南車站路　　　　善益習藝所　　菊花會八日晚七時半　　四川路青年會　　英　研究會","開能 逹 洋行 　 　 開幕禮 八日 　 　 　 白 克 路 永年 里 　 　 　 福利 沙田 公司 　 　 股東會 八日 午 　 　 聯華 　 會 扶輪社 常會 八日 至 廿五 　 南 車站 路 　 　 　 　 善 益 習藝所 　 　 菊花 會 八日 晚 七時 半 　 　 四川 路 青年會 　 　 英 　 研究會",94,45,"19231108",1923,"1920","1919-1929"
"32","SPSP192311101819","shunpao","集會表","十一日至十八日下午外白渡橋新天安堂凱德博士演説及音樂會十二日　山東路山東路商聯會常會十五日午聯華總會扶輪社常會十七日寗波同鄉會記者聯歡會二週紀念會十七日南京路市政廳上海開滬紀念會八十週年紀念會十八日下午二時","十一日 至 十八日 下午 外白渡橋 新 天安 堂 凱德 博士 演 説 及 音樂會 十二日 　 山東 路 山東 路商 聯會 常會 十五日 午 聯華 總會 扶輪社 常會 十七日 寗 波 同鄉會 記者 聯歡會 二週 紀念會 十七日 南京路 市政廳 上海 開滬 紀念會 八十週年 紀念會 十八日 下午 二時",103,59,"19231110",1923,"1920","1919-1929"
"33","SPSP192311111811","shunpao","集會表","球十一日至十八日下午外白渡橋新天安堂凱德博士演説及音樂會十二日山東路山東路商聯會常會十五日午醫華總會扶輪社常會十七日寗波同鄉會記者聯歡會二週紀念會十七日南京路市政廳上海開港紀念會八十週年紀念會十八日下午二時","球 十一日 至 十八日 下午 外白渡橋 新 天安 堂 凱德 博士 演 説 及 音樂會 十二日 山東 路 山東 路商 聯會 常會 十五日 午醫華 總會 扶輪社 常會 十七日 寗 波 同鄉會 記者 聯歡會 二週 紀念會 十七日 南京路 市政廳 上海 開港 紀念會 八十週年 紀念會 十八日 下午 二時",103,60,"19231111",1923,"1920","1919-1929"
"34","SPSP192311121801","shunpao","婚禮新誌","廿五日南車站路普益習藝所菊花會十二日至十八日下午外白渡橋新天安堂　德博士演説及音樂會十五日午縣華總會扶輪社常會十七日寗波同鄉會記者聯歡會二週紀念會十七日南京路市政廳上海開港紀念會八十週年紀念會十八日下午二時","廿五日 南 車站 路普益 習藝所 菊花 會 十二日 至 十八日 下午 外白渡橋 新 天安 堂 　 德 博士 演 説 及 音樂會 十五日 午縣 華 總會 扶輪社 常會 十七日 寗 波 同鄉會 記者 聯歡會 二週 紀念會 十七日 南京路 市政廳 上海 開港 紀念會 八十週年 紀念會 十八日 下午 二時",103,61,"19231112",1923,"1920","1919-1929"
"35","SPSP192311141801","shunpao","菊花會中之寫生及歡宴","日下午江灣復旦與英海軍比賽足球十四日至十八日下午外白渡橋新天安堂　德博士演說及音樂會十五日午聯華總會扶輪社常會十五日下午二時西門斜橋　寗會誼徽寗旅　同鄕會歡迎江彤　胡　之汪律本三君之會十五日晚七時半　川路青","日 下午 江灣 復旦 與 英海軍 比賽 足球 十四日 至 十八日 下午 外白渡橋 新 天安 堂 　 德 博士 演說 及 音樂會 十五日 午 聯華 總會 扶輪社 常會 十五日 下午 二時 西門 斜橋 　 寗 會 誼 徽 寗 旅 　 同 鄕 會 歡迎 江彤 　 胡 　 之 汪 律 本 三 君 之 會 十五日 晚 七時 半 　 川 路 青",103,69,"19231114",1923,"1920","1919-1929"
"36","SPSP192311151812","shunpao","集會表","陽曆本月時間　地點　召集者　事由十五日上午十一時閘北閘北水電公司緊急會議十五日午聯華總會扶輪社常會十五日下午三時霞飛路商科大學演講會十五日至卄五日南車站路普益習藝所菊花會十五日至十八日下午外白渡","陽曆 本月 時間 　 地點 　 召集 者 　 事由 十五日 上午 十一時 閘北 閘北 水電 公司 緊急會議 十五日 午 聯華 總會 扶輪社 常會 十五日 下午 三時 霞飛路 商科 大學 演講會 十五日 至 卄 五日 南 車站 路普益 習藝所 菊花 會 十五日 至 十八日 下午 外白渡",97,59,"19231115",1923,"1920","1919-1929"
"37","SPSP192312031801","shunpao","婚禮新誌","學　滬江與約翰華人籃球隊之奪標比賽　　五日　　市民大會　市民大會　友誼會　　六日午　三馬路聯華總會扶輪社常會　　六日九畝地　　國貨維持會　選舉評議員之揭曉　　七日下午五時　南市　市議會　冬季常會　　青年","學 　 滬江 與 約翰 華人 籃球隊 之 奪標 比賽 　 　 五日 　 　 市民 大會 　 市民 大會 　 友誼 會 　 　 六日 午 　 三 馬路 聯華 總會 扶輪社 常會 　 　 六日 九畝 地 　 　 國貨 維持會 　 選舉 評議員 之 揭曉 　 　 七日 下午 五時 　 南市 　 市議會 　 冬季 常會 　 　 青年",101,44,"19231203",1923,"1920","1919-1929"
"38","SPSP192312041801","shunpao","萬國競走舉行在邇","年會　全白與體育　比賽籃球　　五日　寗波同鄕會　對日外交市民大會　友誼會　　六日午　三馬路聯華總會扶輪社常會　　六日　九畝地　國貨維持會　選舉評議員之揭曉北部汽車行行名　　電話　　　　地址大北　　北一四","年會 　 全 白 與 體育 　 比賽 籃球 　 　 五日 　 寗 波 同 鄕 會 　 對 日 外交 市民 大會 　 友誼 會 　 　 六日 午 　 三 馬路 聯華 總會 扶輪社 常會 　 　 六日 　 九畝 地 　 國貨 維持會 　 選舉 評議員 之 揭曉 北部 汽車 行行名 　 　 電話 　 　 　 　 地址 大北 　 　 北 一 四",101,52,"19231204",1923,"1920","1919-1929"
"39","SPSP192312051801","shunpao","球戰歡聲","歡宴張炜　君五日下午　　　　各路商總聯會　　各路　總聯會　　　討論會六日午　　　　　三馬路聯華總會扶輪社常會六日　　　　　　九畝地　　　　　　貨維持會　　　　選舉評議員之搗嘵七日下午五時　　南","歡宴 張炜 　 君 五日 下午 　 　 　 　 各路 商總 聯會 　 　 各路 　 總 聯會 　 　 　 討論會 六日 午 　 　 　 　 　 三 馬路 聯華 總會 扶輪社 常會 六日 　 　 　 　 　 　 九畝 地 　 　 　 　 　 　 貨 維持會 　 　 　 　 選舉 評議員 之 搗 嘵 七日 下午 五時 　 　 南",96,39,"19231205",1923,"1920","1919-1929"
"40","SPSP192312071801","shunpao","學務叢載　　飛虹校將開懇親會閘北市立飛虹學校定於八日","言爲前財政部僉事上行走紅豆館主十一日下午四時租界納税　人會租界納税華人會理事會十三日午三馬路聯華總會扶輪社常會十三日下午二時天后宫縣立三高小學校演講競進會演説競進會十四日下午二時天后宫總商會吳淞水利協會討論","言 爲 前 財政部 僉 事 上 行走 紅豆 館主 十一日 下午 四時 租界 納税 　 人 會 租界 納税 華人 會 理事會 十三日 午三 馬路 聯華 總會 扶輪社 常會 十三日 下午 二時 天后宫 縣立 三高 小學校 演講 競進 會演 説 競 進 會 十四日 下午 二時 天后宫 總商會 吳淞 水利 協會 討論",103,58,"19231207",1923,"1920","1919-1929"
"41","SPSP192312111801","shunpao","學務叢載","時半四川路青年會體育與全黑比賽籃球十一日晚八時半四川路青年會復育與全白比賽籃球十三日午三馬路聯華總會扶輪社常會十三日下午時天后富縣立三高小學校濱　競　會濱說競進會　十四日下午二時天后宮總商會吳淞水利協會討論","時半 四川 路 青年會 體育 與 全黑 比賽 籃球 十一日 晚 八時 半 四川 路 青年會 復 育 與 全白 比賽 籃球 十三日 午三 馬路 聯華 總會 扶輪社 常會 十三日 下 午時 天后 富縣 立三 高 小學校 濱 　 競 　 會 濱 說 競 進 會 　 十四日 下午 二時 天后 宮 總商會 吳淞 水利 協會 討論",103,63,"19231211",1923,"1920","1919-1929"
"42","SPSP192312121801","shunpao","藝苑清音　　青年書畫會籌備新年展覽本埠青年書畫會近徴得名人書畫百餘幅又本會會員出品佳者數百幅昨該會職員會議决定陽曆新年假三馬路慕爾堂開展覽大會推定劉文淵錢季寅等積極籌備並分函全國徵求名人出品","者事由十二日下午霞飛路南方大學興中關公學比賽籃球十三日霞飛路道路協會執行　事會十三日午三馬路　華　會扶輪社常會寒露　林層　鈍根　豁公月出兩册　每册售洋三角　心心照相舘發行上海南京路望平街口　第二十期出版了新","者 事由 十二日 下午 霞飛路 南方 大學 興中關 公學 比賽 籃球 十三日 霞飛路 道路 協會 執行 　 事 會 十三日 午三 馬路 　 華 　 會 扶輪社 常會 寒露 　 林 層 　 鈍 根 　 豁 公 月 出 兩 册 　 每册 售洋 三角 　 心 心 照相 舘 發行 上海南京路 望平 街口 　 第二十 期 出版 了 新",103,66,"19231212",1923,"1920","1919-1929"
"43","SPSP192312131808","shunpao","集會表","協會　　執行董事會十三日　　閘北大統路慈善團　　閘北市民　　閘北市民大會十三日午　三馬路聯華總會扶輪社常會十三日晚八時　　梵王渡約翰大學　　約翰與復旦　　比賽籃球","協會 　 　 執行 董事會 十三日 　 　 閘北 大統 路 慈善 團 　 　 閘北 市民 　 　 閘北 市民 大會 十三日 午 　 三 馬路 聯華 總會 扶輪社 常會 十三日 晚 八時 　 　 梵 王 渡 約翰 大學 　 　 約翰 與 復旦 　 　 比賽 籃球",81,36,"19231213",1923,"1920","1919-1929"
"44","SPSP192312141815","shunpao","集會表","公司總局金星人壽保險公司股東會十八日下午四時租界納税華人會租界納税華人會會理事會廿日午三馬路聨華總會扶輪社常會廿日下午四時博物　路廿號青年協會基督敎工梁委員會茶話會廿五日新舞台上海童子軍聨合　游　會卅一日下","公司 總局 金星 人壽保險 公司 股東會 十八日 下午 四時 租界 納税 華人 會 租界 納税 華人 會會 理事會 廿日午 三 馬路 聨 華 總會 扶輪社 常會 廿日 下午 四時 博物 　 路 廿 號 青年 協會 基督 敎 工梁 委員會 茶話會 廿五日 新 舞台 上海 童子軍 聨 合 　 游 　 會 卅一日 下",103,59,"19231214",1923,"1920","1919-1929"
"45","SPSP192312161801","shunpao","法國兒童玩具展覽會開幕昨爲第一日逐日展覽至二十三日　　法工部局董事會現特舉行法國兒童玩具展覽會昨日","午四時租界納税華人會租界納税華人會理事會十九日徐家滙南洋大學野外賽跑勝利慶祝之會廿日午三馬路聨華總會扶輪社常會廿日下午二時靶子路女青年會慶祝聖誕之會廿日下午四時博物院路廿號青年協會基督敎工業　員會茶話會廿二","午 四時 租界 納税 華人 會 租界 納税 華人 會 理事會 十九日 徐家 滙 南洋 大學 野外 賽跑 勝利 慶祝 之會 廿日午 三 馬路 聨 華 總會 扶輪社 常會 廿日 下午 二時 靶子 路 女青年會 慶祝 聖誕 之會 廿日 下午 四時 博物院 路廿號 青年 協會 基督 敎 工業 　 員 會 茶話會 廿二",103,65,"19231216",1923,"1920","1919-1929"
"46","SPSP192312171801","shunpao","法國兒童玩具展覽會紀　　法國技藝之精巧素稱於世蓋法人愛好天然美術成性一舉一動間往往不期而流靈［美］之一字即如此次法國兒童玩具展覽會之設亦美術表現之一斑也蓋法國兒童玩具少見於滬上法商會有鑒於斯且因冬節伊邇親朋餽贈禮品·兒童恩物之需法蘭西轩亦有其精美之玩具者乃商之法工部局董事會開一兒童玩具展覽會會塲假座公館馬路大自鳴鐘禮堂昨爲開會之第二日記者承邀往觀不禁讚嘆法人思想與藝術之美也爲紀梗槪如下會塲不甚大然曲折有邱壑如入山林中屋頂綵飾藍布綴以碧綠之小電燈自下望之密如繁星又有一小泉水淙淙自石　中流出其上映以電炬殊幽倩有致觀客至此覺神志爲之頓清各玩具分部陳列每部有法國曼麗女郎司指導出售之責首𦆑紅綢以資織别釵光　影笑語生春更雜以奏琴聲幢幢往來盡爲彼邦士女記者幾疑身履法土矣各種玩具以小船·火車·禽獸·繪事等屬爲最精妙値亦較市爲廉故購者甚踴躍塲内更用武士維秩序首覆銅帽持長戟望之如十九世紀之人物然殊可笑也聞塲中人云此次會塲佈置悉仿亞爾蕯斯","午四時租界納稅華人會租界納稅華人會理事會十九日徐家滙南洋大學野外賽跑　利　視之會廿日午三馬路聨華總會扶輪社常會廿日下午二時靶子路女青年會慶祝聖誕之會廿日下午四時博物院路廿號青年協會基督放工業委員會茶話會廿二","午 四時 租界 納稅 華人 會 租界 納稅 華人 會 理事會 十九日 徐家 滙 南洋 大學 野外 賽跑 　 利 　 視 之 會 廿 日 午 三 馬路 聨 華 總會 扶輪社 常會 廿日 下午 二時 靶子 路 女青年會 慶祝 聖誕 之會 廿日 下午 四時 博物院 路廿號 青年 協會 基督 放 工業 委員會 茶話會 廿二",103,64,"19231217",1923,"1920","1919-1929"
"47","SPSP192312271801","shunpao","婚禮彙誌","本月時間　地點廿七日上午　　基督敎工業委員會　基督敎工業委員會　討論廿七日午　　　三馬路聯閘總會扶輪社常會廿七日下午一時　天后宮總　會　　膽路儲金會　　委員會廿七日下午三時　天后宮　　　　　縣立","本月 時間 　 地點 廿七日 上午 　 　 基督 敎 工業 委員會 　 基督 敎 工業 委員會 　 討論 廿七日 午 　 　 　 三 馬路 聯閘 總會 扶輪社 常會 廿七日 下午 一時 　 天 后 宮 總 　 會 　 　 膽 路 儲金會 　 　 委員會 廿七日 下午 三時 　 天 后 宮 　 　 　 　 　 縣立",97,49,"19231227",1923,"1920","1919-1929"
"48","SPSP192401091801","shunpao","孤兒救祖記之新評　　語云家貧出孝子國亂見忠良自古忠孝節義之行無不藉讒人姦妄而益顯者害之即所以愛之禍之即所以福之夫然後知天下斷無能限人之小人而小人知所返矣楊翁擁資百萬頣養林泉家庭之樂固不啻南面王也乃其愛子道生倦處香閨怡情郊野靑絲白馬　致性命隨之窗前頃刻話豈短别千秋死者不足惜徒苦蔚娘已耳楊翁自遭子喪老境頽唐旣不能辨道培之獸心又不能知蔚娘之遺腹况復允狼入室禍起蕭墻飲酖自甘痛逐子婦卒至奸禍熾處白刃間身苟無璞兒救護之智七尺老軀其不斷送於害敬之手者幾希矣幸而性情慷爽輸資興學區區之設即爲將來沉寃之大白吁亦苦矣　　楊道培冥頑不靈無守敬本不足以成其奸紙醉金迷之塲祇以供敬之娛樂遂致博塲被拘贖罪罰鍰債台高築乃有剌翁之舉詎意害人反已持劍貫胸者即獻計之蜜友也猶幸臨終言善以白誣嫂之由俾十載沉寃一旦洗滌翁媳重叙樂賞家庭此可知天理之在人心猶有未泯者矣最可憾者陸守敬豺狼成性狐狸爲奸不思豢養之恩逞其魍魎之技揮金如土助道培爲虐攬權自豪置楊翁於傀儡猶復貪淫無厭始戲蔚娘而再翁姫幸而淑女自責不至非禮徒奈何爲楊翁者於此時不摔之即走竟以自遺伊戚耶及至大錯已成奸謀密佈雖欲去之而中傷之念已深狡獪之謀難測故地盤臨危不能不挺而走險敬之毒謀至於此極乃災能致福危轉爲安凶殺之謀適足以作翁媳再見之引導寗非天意至於敬之窮途日暮縛同猪豖小胖子亦得以吐氣未有不同聲呌快","錦旦標决賽九日晚八時四川路靑年會智靑演議會十日下午一時滬南衆和社捲烟同業全體人會十日午漢口路聯華總會扶輪社常會十日下午五時上海童子軍會上海童子軍會職員會十一日下午五時西門尙文路縣敎育會常會十一日晚六時一品香","錦旦標 决賽 九日 晚 八時 四川 路 靑 年 會 智 靑 演 議會 十日 下午 一時 滬南 衆 和 社 捲 烟 同業 全體 人會 十日 午 漢口路 聯華 總會 扶輪社 常會 十日 下午 五時 上海 童子軍 會 上海 童子軍 會 職員會 十一日 下午 五時 西門 尙 文路 縣 敎 育會 常會 十一日 晚 六時 一品 香",103,67,"19240109",1924,"1920","1919-1929"
"49","SPSP192411181001","shunpao","張沛雨回滬　　鄂軍第五混成旅第九團團長張沛雨於前日赴寗公幹茲經事畢業於昨晚","門司後當有詳細報告致滬流星船今已入耶松船廠修理矣　　聨靑社爲留學生返國後從事商業者所組織其性質與本埠扶輪社同該社每逢星期一集會　每次集會必請名人演說昨日會期特請交涉使温世珍警察廳長王固磐清華學校校長曹雲祥三","門司後當 有 詳細 報告 致滬 流星 船今 已入 耶松 船廠 修理 矣 　 　 聨 靑 社 爲 留學生 返國 後 從事 商業 者 所 組織 其 性質 與 本埠 扶輪社 同 該社 每逢 星期一 集會 　 每次 集會 必請 名人 演說 昨日 會期 特請 交涉 使 温世珍 警察 廳長 王固 磐 清華 學校 校長 曹雲祥 三",103,68,"19241118",1924,"1920","1919-1929"
"50","SPSP192412141412","shunpao","世界聯青社滬分社滬分社正式成立","聯青社爲留美學生返　後所組織宗旨與扶輪社相同以眞誠服務社會發展工商事業增進國際親善及輔助公共建設爲宗旨該會會員各界均有每星期一聚餐討論各項問","聯青社 爲 留美學生 返 　 後 所 組織 宗旨 與 扶輪社 相同 以眞誠 服務 社會 發展 工商 事業 增進 國際 親善 及 輔助 公共 建設 爲 宗旨 該會 會員 各界 均 有 每 星期一 聚餐 討論 各項 問",70,42,"19241214",1924,"1920","1919-1929"
"51","SPSP192506121501","shunpao","本埠新聞二　　留東學會電北京段執政沈外長均鑒日廠罷工事屬生計及日人慘殺同胞視如鷄犬比學生公祭歸來沿途講演而英捕更自由槍擊死傷遍地甚且解散學校妄捕路人形同瘋狂慘無人道此而可忍孰不可忍應請嚴重抗議要求撤換日英領事並收回公廨以期一勞永逸寗爲玉碎不作瓦全寃抑彌天憤懣何極哀此籲請竚盼明令留東學會陳景新陸露沙謝六逸周勤豪傳彦長等八十餘人同叩　　美專學生會美專學生會現徵集五卅各烈士遺像應徵者可塡明烈士姓名史略以備將來各界追悼大會陳列又該校學生會週刋已定名爲血痕定於十一日出版係非賣品倘有函索即行寄上　　致職員救國同志會組織演講團本埠敎職員救國同志會宣傳部因此次罷工罷巿罷課風潮發生工商學中除一部分四出活動外閒居無事者亦甚多坐廢時間殊覺可惜因組織講演團擬定各種與五卅事件及國民外交羣衆運動有關之問題由部員沈雁氷侯紹裘沈聯璧錢江春楊賢江葉聖陶等分别擔任出外演講各界前往延請者聞小學校爲最多云　　滬大學生臨時委員會訊滬江大學學生臨時委員會昨日開會情形如下葉宗愷主席首由阮維揚君報告擔任學生總會交際部與各方接洽情形","屬實情敝號等爲人格計爲利害計不敢默爾縷陳始末即請函致英商會分咨各洋行據理力爭務達目的是所盼禱　　天津扶輪社電上海扶輪社日前接天津扶輪社來電略謂天津扶輪社同人敬以同氣之誼致候上海扶輪社諸君並貢其對於目今風潮之 爲人格計爲利害計不敢默爾縷陳始末即請函致英商會分咨各洋行據理力爭務達目的是所盼禱　　天津扶輪社電上海扶輪社日前接天津扶輪社來電略謂天津扶輪社同人敬以同氣之誼致候上海扶輪社諸君並貢其對於目今風潮之同情同人視此 不敢默爾縷陳始末即請函致英商會分咨各洋行據理力爭務達目的是所盼禱　　天津扶輪社電上海扶輪社日前接天津扶輪社來電略謂天津扶輪社同人敬以同氣之誼致候上海扶輪社諸君並貢其對於目今風潮之同情同人視此次之事與其他足以 請函致英商會分咨各洋行據理力爭務達目的是所盼禱　　天津扶輪社電上海扶輪社日前接天津扶輪社來電略謂天津扶輪社同人敬以同氣之誼致候上海扶輪社諸君並貢其對於目今風潮之同情同人視此次之事與其他足以傷害國際睦誼上好感 務達目的是所盼禱　　天津扶輪社電上海扶輪社日前接天津扶輪社來電略謂天津扶輪社同人敬以同氣之誼致候上海扶輪社諸君並貢其對於目今風潮之同情同人視此次之事與其他足以傷害國際睦誼上好感及有違扶輪社服務的原則之任何事 以同氣之誼致候上海扶輪社諸君並貢其對於目今風潮之同情同人視此次之事與其他足以傷害國際睦誼上好感及有違扶輪社服務的原則之任何事件同一可悲深望扶輪社所持之相尊相信之原則得以迅速重見云云該社當即擬覆略謂敬問起居卓 目今風潮之同情同人視此次之事與其他足以傷害國際睦誼上好感及有違扶輪社服務的原則之任何事件同一可悲深望扶輪社所持之相尊相信之原則得以迅速重見云云該社當即擬覆略謂敬問起居卓見深合私衷同人等正盡力重建相尊相信之原","屬 實情 敝號 等 爲 人格 計 爲 利害 計 不敢 默爾 縷陳 始末 即 請 函致 英 商會 分 咨 各 洋行 據理力爭 務達 目的 是 所 盼禱 　 　 天津 扶輪社 電 上海 扶輪社 日前 接 天津 扶輪社 來電 略謂 天津 扶輪社 同人敬 以 同氣 之誼 致候 上海 扶輪社 諸君 並貢 其 對於 目今 風潮 之 爲 人格 計 爲 利害 計 不敢 默爾 縷陳 始末 即 請 函致 英 商會 分 咨 各 洋行 據理力爭 務達 目的 是 所 盼禱 　 　 天津 扶輪社 電 上海 扶輪社 日前 接 天津 扶輪社 來電 略謂 天津 扶輪社 同人敬 以 同氣 之誼 致候 上海 扶輪社 諸君 並貢 其 對於 目今 風潮 之 同情 同人視 此 不敢 默爾 縷陳 始末 即 請 函致 英 商會 分 咨 各 洋行 據理力爭 務達 目的 是 所 盼禱 　 　 天津 扶輪社 電 上海 扶輪社 日前 接 天津 扶輪社 來電 略謂 天津 扶輪社 同人敬 以 同氣 之誼 致候 上海 扶輪社 諸君 並貢 其 對於 目今 風潮 之 同情 同人視 此次 之事 與其 他 足以 請 函致 英 商會 分 咨 各 洋行 據理力爭 務達 目的 是 所 盼禱 　 　 天津 扶輪社 電 上海 扶輪社 日前 接 天津 扶輪社 來電 略謂 天津 扶輪社 同人敬 以 同氣 之誼 致候 上海 扶輪社 諸君 並貢 其 對於 目今 風潮 之 同情 同人視 此次 之事 與其 他 足以 傷害 國際 睦誼 上 好感 務達 目的 是 所 盼禱 　 　 天津 扶輪社 電 上海 扶輪社 日前 接 天津 扶輪社 來電 略謂 天津 扶輪社 同人敬 以 同氣 之誼 致候 上海 扶輪社 諸君 並貢 其 對於 目今 風潮 之 同情 同人視 此次 之事 與其 他 足以 傷害 國際 睦誼 上 好感 及 有違 扶輪社 服務 的 原則 之 任何 事 以 同氣 之誼 致候 上海 扶輪社 諸君 並貢 其 對於 目今 風潮 之 同情 同人視 此次 之事 與其 他 足以 傷害 國際 睦誼 上 好感 及 有違 扶輪社 服務 的 原則 之 任何 事件 同一 可悲 深望 扶輪社 所持 之 相尊 相信 之 原則 得以 迅速 重見 云云 該社 當即 擬覆略謂 敬問 起居 卓 目今 風潮 之 同情 同人視 此次 之事 與其 他 足以 傷害 國際 睦誼 上 好感 及 有違 扶輪社 服務 的 原則 之 任何 事件 同一 可悲 深望 扶輪社 所持 之 相尊 相信 之 原則 得以 迅速 重見 云云 該社 當即 擬覆略謂 敬問 起居 卓見 深合 私衷 同人 等 正 盡力 重建 相尊 相信 之原",727,464,"19250612",1925,"1920","1919-1929"
"52","SPSP192507120601","shunpao","時評日英間之結合","失業者〔七〕保護渝埠治安〔以上十日下午十一鐘〕　　宜昌電滬學聯會代表曾克家王友林抵宜後援會將開會歡迎扶輪社演劇三日援助滬工　　宜昌電敎育界反對新局長王萬年結隊向宫廳請願〔以上十日下午五鐘〕　　吉林電省已籌備","失業者 七 保護 渝 埠 治安 以上 十日 下午 十一 鐘 　 　 宜昌 電滬 學聯 會 代表 曾克家 王友林 抵宜 後援會 將 開會 歡迎 扶輪社 演劇 三日 援助 滬工 　 　 宜昌 電 敎 育界 反對 新 局長 王 萬年 結隊 向 宫廳 請願 以上 十日 下午 五鐘 　 　 吉 林 電 省 已 籌備",103,63,"19250712",1925,"1920","1919-1929"
"53","SPSP192608311607","shunpao","聯青社舉行三周紀念","邀滬上中西名人届期除盛宴聚餐外並有種種遊藝以佐雅興臨時主席業已推定社長李元信君大會秩序單亦已擬定聞有扶輪社副社長鄺富灼博士及聯華總會會長西人莫許爾君演說張夫人郭女士鋼琴獨奏朱女士俞女士等跳舞並奏以高尚音樂云","邀滬上 中西 名人 届期 除 盛宴 聚餐 外並 有 種種 遊藝 以佐 雅興 臨時 主席 業已 推定 社長 李元 信君 大會 秩序 單亦已 擬定 聞有 扶輪社 副社長 鄺富 灼 博士 及 聯華 總會 會長 西人 莫 許爾君 演說 張夫人 郭 女士 鋼琴 獨奏 朱 女士 俞 女士 等 跳舞 並奏 以 高尚 音樂 云",103,70,"19260831",1926,"1920","1919-1929"
"54","SPSP192609190703","shunpao","東方社十八日北京電","上午扶輪社下午南開中學篠〔十七〕美以美會及國際社巧〔十八〕南開女中及河北各校皓〔十九〕青年德育會號〔二十〕青年","上午 扶輪社 下午 南開 中學 篠 十七 美 以 美 會 及 國際 社巧 十八 南開 女中及 河北 各校 皓 十九 青年 德育 會號 二十 青年",55,30,"19260919",1926,"1920","1919-1929"
"55","SPSP192610301501","shunpao","本埠新聞二今日引翔鄉賽馬預測　　第一次一哩","時許被盜匪一名由前門闖入直登樓卜周之臥室袖出手槍嚇　周　聲張　　昨日公共公廨訊理民事訟案併誌於下上海扶輪社來函　　敬啟者敝社定於十一月十二十三日上海地方審判廳　　布告爲布告拍賣事查本廳執行債權人留茂生等與債","時許 被 盜匪 一名 由 前門 闖入 直 登樓 卜周 之 臥室 袖出 手槍 嚇 　 周 　 聲張 　 　 昨日 公共 公 廨 訊理 民事 訟案 併 誌 於 下 上海 扶輪社 來函 　 　 敬 啟 者 敝 社 定於 十一月 十 二十三日 上海 地方 審判廳 　 　 布告 爲 布告 拍賣 事查 本廳 執行 債權人 留茂生 等 與債",103,65,"19261030",1926,"1920","1919-1929"
"56","SPSP192610301523","shunpao","來函","組競賽凡優良之物品一經評判員之審定皆有得奬希望敢請將此函登入來函門内以資提倡不勝感荷此致申報台鑒上海扶輪社歐人偉國嚴康侯夏鵬鄺富灼許建屏金季言吳申約李元信任嗣達林允芳朱錢年啟","組 競賽 凡 優良 之 物品 一經 評判員 之 審定 皆 有得 奬 希望 敢請 將此 函登入 來函 門内 以資 提倡 不勝 感荷 此致 申報 台 鑒 上海 扶輪社 歐人偉國 嚴康 侯夏鵬 鄺富 灼 許建屏 金季言 吳申約 李元 信任 嗣 達林 允芳 朱錢 年啟",87,70,"19261030",1926,"1920","1919-1929"
"57","SPSP192610311801","shunpao","常識民心之向背","用括漿種痘之法近年始有用牛痘苗者其法愈便而種者仍欠普遍天花成疫年有所聞何也　　去冬滬上中外商人合組之扶輪社有鑒於此爰即請衛生敎育會製圖述快種牛痘之重要圖爲一嬰孩手指臂間痘疤若相詢問曰〔汝已種痘否〕藍地紅褲五","用括 漿 種痘 之法 近年 始 有用 牛痘苗 者 其法 愈 便 而 種者 仍 欠 普遍 天花 成疫 年 有所 聞何也 　 　 去冬 滬上 中外 商人 合組 之 扶輪社 有 鑒 於此 爰 即 請 衛生 敎 育會 製圖 述 快 種牛痘 之重 要圖 爲 一 嬰孩 手指 臂間 痘 疤 若 相 詢問 曰 汝 已 種痘 否 藍 地 紅 褲 五",103,78,"19261031",1926,"1920","1919-1929"
